IR,RED,X,Y,Z,HR,RR,SPO2,Error Rate
228012.0,206940.0,0.005,-0.8997,-0.4143,,,,
228029.0,206996.0,0.007,-0.9027,-0.4193,,,,
228105.0,207034.0,0.005,-0.9017,-0.4183,,,,
228116.0,207027.0,0.006,-0.9007,-0.4173,,,,
228177.0,207072.0,0.007,-0.8997,-0.4123,,,,
228234.0,207026.0,0.006,-0.9047,-0.4133,,,,
228215.0,207028.0,0.003,-0.9037,-0.4153,,,,
228171.0,207060.0,0.005,-0.8987,-0.4123,,,,
228160.0,207066.0,0.004,-0.8987,-0.4123,,,,
228106.0,207117.0,0.006,-0.8997,-0.4143,,,,
228141.0,207032.0,0.006,-0.8977,-0.4153,,,,
228160.0,207067.0,0.0,-0.8957,-0.4113,,,,
228184.0,207072.0,0.0,-0.8917,-0.4123,,,,
228232.0,207123.0,0.002,-0.8917,-0.4093,,,,
228249.0,207056.0,0.005,-0.8937,-0.4143,,,,
228235.0,207086.0,0.006,-0.8957,-0.4103,,,,
228289.0,207104.0,0.003,-0.8997,-0.4163,,,,
228374.0,207186.0,0.006,-0.8997,-0.4113,,,,
228400.0,207142.0,0.006,-0.9007,-0.4093,,,,
228401.0,207225.0,0.006,-0.9017,-0.4103,,,,
228443.0,207168.0,0.002,-0.9017,-0.4153,,,,
228518.0,207166.0,0.002,-0.9017,-0.4113,,,,
228536.0,207246.0,0.001,-0.8947,-0.4163,,,,
228574.0,207280.0,0.002,-0.8977,-0.4153,,,,
228614.0,207333.0,0.002,-0.8957,-0.4153,,,,
228663.0,207298.0,0.006,-0.8967,-0.4173,,,,
228686.0,207249.0,0.003,-0.8967,-0.4193,,,,
228704.0,207307.0,0.005,-0.8997,-0.4163,,,,
228704.0,207286.0,0.005,-0.9047,-0.4143,,,,
228549.0,207210.0,0.005,-0.9047,-0.4133,,,,
228381.0,207122.0,0.007,-0.9027,-0.4173,,,,
228198.0,207116.0,0.005,-0.8987,-0.4153,,,,
228042.0,207011.0,0.007,-0.8957,-0.4143,,,,
228007.0,207010.0,0.005,-0.8927,-0.4113,,,,
228015.0,206950.0,0.007,-0.8957,-0.4133,,,,
228005.0,207002.0,0.003,-0.8957,-0.4153,,,,
228045.0,207015.0,0.004,-0.8957,-0.4183,,,,
228097.0,207062.0,0.005,-0.8937,-0.4173,,,,
228178.0,207000.0,0.006,-0.8987,-0.4153,,,,
228200.0,207060.0,0.004,-0.9027,-0.4113,,,,
228332.0,207071.0,0.004,-0.9027,-0.4123,,,,
228342.0,207132.0,0.002,-0.9027,-0.4113,,,,
228439.0,207167.0,-0.001,-0.8967,-0.4103,,,,
228469.0,207167.0,-0.001,-0.8977,-0.4133,,,,
228476.0,207105.0,0.003,-0.8967,-0.4143,,,,
228375.0,207176.0,0.003,-0.8987,-0.4193,,,,
228437.0,207159.0,0.006,-0.9017,-0.4183,,,,
228389.0,207162.0,0.004,-0.8987,-0.4203,,,,
228485.0,207285.0,0.004,-0.8977,-0.4213,,,,
228475.0,207260.0,0.004,-0.8977,-0.4183,,,,
228575.0,207229.0,0.003,-0.8967,-0.4193,,,,
228653.0,207293.0,0.005,-0.8937,-0.4123,,,,
228734.0,207312.0,0.003,-0.8947,-0.4113,,,,
228661.0,207291.0,0.003,-0.8957,-0.4093,,,,
228692.0,207300.0,0.006,-0.8947,-0.4093,,,,
228816.0,207273.0,0.008,-0.8977,-0.4113,,,,
228798.0,207332.0,0.007,-0.8987,-0.4143,,,,
228722.0,207309.0,0.004,-0.8997,-0.4173,,,,
228631.0,207323.0,0.005,-0.8997,-0.4113,,,,
228420.0,207148.0,0.004,-0.9007,-0.4113,,,,
228216.0,207121.0,0.005,-0.9007,-0.4103,,,,
228085.0,207045.0,0.005,-0.8987,-0.4133,,,,
228056.0,207012.0,0.004,-0.8987,-0.4103,,,,
227992.0,207062.0,0.004,-0.8987,-0.4143,,,,
228037.0,207026.0,0.007,-0.8957,-0.4143,,,,
228150.0,207065.0,0.007,-0.8967,-0.4133,,,,
228085.0,207064.0,0.008,-0.8967,-0.4133,,,,
228176.0,207035.0,0.006,-0.8977,-0.4133,,,,
228147.0,207067.0,0.005,-0.8997,-0.4163,,,,
228303.0,207039.0,0.006,-0.8977,-0.4163,,,,
228265.0,207093.0,0.005,-0.8977,-0.4173,,,,
228362.0,207221.0,0.006,-0.9017,-0.4173,,,,
228429.0,207088.0,0.009,-0.9037,-0.4173,,,,
228391.0,207108.0,0.006,-0.9007,-0.4133,,,,
228283.0,207189.0,0.003,-0.8977,-0.4163,,,,
228368.0,207074.0,0.006,-0.8997,-0.4173,,,,
228304.0,207078.0,0.005,-0.8987,-0.4143,,,,
228352.0,207080.0,0.005,-0.9027,-0.4163,,,,
228357.0,207085.0,0.005,-0.9047,-0.4213,,,,
228320.0,207081.0,0.001,-0.9017,-0.4193,,,,
228396.0,207091.0,0.001,-0.8967,-0.4183,,,,
228443.0,207085.0,0.002,-0.8987,-0.4173,,,,
228436.0,207143.0,0.004,-0.9007,-0.4153,,,,
228485.0,207141.0,0.006,-0.9017,-0.4143,,,,
228456.0,207190.0,0.005,-0.8987,-0.4153,,,,
228578.0,207249.0,0.005,-0.8977,-0.4133,,,,
228608.0,207194.0,0.005,-0.8987,-0.4153,,,,
228669.0,207223.0,0.003,-0.8977,-0.4153,,,,
228654.0,207209.0,0.003,-0.8977,-0.4133,,,,
228678.0,207228.0,0.003,-0.8937,-0.4133,,,,
228668.0,207267.0,0.006,-0.8957,-0.4163,,,,
228742.0,207350.0,0.003,-0.8947,-0.4163,,,,
228657.0,207301.0,0.004,-0.8997,-0.4183,,,,
228479.0,207151.0,0.003,-0.8977,-0.4183,,,,
228103.0,207105.0,0.003,-0.8987,-0.4143,,,,
227987.0,207011.0,0.005,-0.8997,-0.4123,,,,
228119.0,206999.0,0.008,-0.8997,-0.4133,,,,
228090.0,207030.0,0.008,-0.8957,-0.4133,,,,
228060.0,207015.0,0.004,-0.9007,-0.4113,,,,
228147.0,207085.0,0.002,-0.8987,-0.4123,,,,
228191.0,207047.0,0.004,-0.9027,-0.4153,,,,
228224.0,207034.0,0.004,-0.9017,-0.4143,,,,
228189.0,207041.0,0.003,-0.8967,-0.4143,,,,
228080.0,207105.0,0.005,-0.8987,-0.4143,,,,
228139.0,207100.0,0.006,-0.8977,-0.4123,,,,
228145.0,207120.0,0.004,-0.8977,-0.4163,,,,
228204.0,207012.0,0.002,-0.8987,-0.4143,,,,
228236.0,207050.0,0.004,-0.8977,-0.4183,,,,
228214.0,207106.0,0.002,-0.8917,-0.4183,,,,
228212.0,207076.0,0.003,-0.8987,-0.4163,,,,
228337.0,207172.0,0.003,-0.9017,-0.4173,,,,
228372.0,207197.0,0.005,-0.9017,-0.4133,,,,
228376.0,207146.0,0.004,-0.8997,-0.4183,,,,
228371.0,207134.0,0.005,-0.9007,-0.4183,,,,
228484.0,207137.0,0.004,-0.9017,-0.4173,,,,
228486.0,207239.0,0.004,-0.9037,-0.4103,,,,
228519.0,207189.0,0.004,-0.9037,-0.4123,,,,
228542.0,207215.0,0.002,-0.8987,-0.4133,,,,
228572.0,207249.0,0.001,-0.8987,-0.4133,,,,
228596.0,207271.0,0.004,-0.8957,-0.4123,,,,
228699.0,207305.0,0.004,-0.8967,-0.4133,,,,
228683.0,207290.0,0.005,-0.9017,-0.4143,,,,
228497.0,207193.0,0.003,-0.9007,-0.4123,,,,
228217.0,207070.0,0.003,-0.9027,-0.4163,,,,
228080.0,207090.0,0.002,-0.9037,-0.4203,,,,
227969.0,206974.0,0.001,-0.9007,-0.4203,,,,
227871.0,206913.0,0.002,-0.9007,-0.4163,,,,
227914.0,206950.0,0.002,-0.9017,-0.4173,,,,
227848.0,206999.0,0.004,-0.9017,-0.4123,,,,
227939.0,206995.0,0.004,-0.8987,-0.4133,,,,
227963.0,206947.0,0.002,-0.8997,-0.4153,,,,
228015.0,206984.0,0.003,-0.8997,-0.4133,,,,
228024.0,206973.0,0.006,-0.9027,-0.4143,,,,
228084.0,207043.0,0.004,-0.9017,-0.4133,,,,
228079.0,206994.0,0.003,-0.9027,-0.4113,,,,
228163.0,206990.0,0.003,-0.9017,-0.4123,,,,
228142.0,207009.0,0.003,-0.8987,-0.4153,,,,
228184.0,207123.0,0.006,-0.9017,-0.4133,,,,
228098.0,206977.0,0.002,-0.9007,-0.4193,,,,
228096.0,206971.0,0.002,-0.9027,-0.4153,,,,
228109.0,206981.0,0.004,-0.9047,-0.4173,,,,
228123.0,207105.0,0.004,-0.8997,-0.4113,,,,
228142.0,207087.0,0.004,-0.9017,-0.4143,,,,
228186.0,207058.0,0.004,-0.9017,-0.4113,,,,
228134.0,207023.0,0.003,-0.8997,-0.4113,,,,
228347.0,207164.0,0.006,-0.8957,-0.4153,,,,
228382.0,207130.0,0.004,-0.8997,-0.4173,,,,
228414.0,207151.0,0.004,-0.9017,-0.4103,,,,
228488.0,207205.0,0.005,-0.9017,-0.4113,,,,
228479.0,207182.0,0.004,-0.9027,-0.4133,,,,
228505.0,207251.0,0.002,-0.8987,-0.4103,,,,
228555.0,207291.0,0.003,-0.9027,-0.4123,,,,
228481.0,207104.0,0.001,-0.9047,-0.4183,,,,
228252.0,207125.0,0.002,-0.9027,-0.4193,,,,
228120.0,206978.0,0.002,-0.8987,-0.4153,,,,
227976.0,206977.0,0.002,-0.8967,-0.4173,,,,
227902.0,206944.0,0.003,-0.8947,-0.4143,,,,
227880.0,206960.0,0.002,-0.8977,-0.4183,,,,
227912.0,206941.0,0.003,-0.8997,-0.4133,,,,
227926.0,206922.0,0.005,-0.9007,-0.4093,,,,
227969.0,206918.0,0.003,-0.9007,-0.4143,,,,
227990.0,206936.0,0.006,-0.8977,-0.4183,,,,
228022.0,206941.0,0.007,-0.9017,-0.4163,,,,
228042.0,206982.0,0.006,-0.9007,-0.4163,,,,
228087.0,206989.0,0.004,-0.9007,-0.4153,,,,
228113.0,207008.0,0.001,-0.9027,-0.4113,,,,
228173.0,206998.0,0.003,-0.9017,-0.4163,,,,
228158.0,207015.0,0.002,-0.9007,-0.4193,,,,
228156.0,206999.0,0.002,-0.9007,-0.4173,,,,
228156.0,206986.0,0.003,-0.8987,-0.4143,,,,
228124.0,206984.0,0.006,-0.8977,-0.4123,,,,
228143.0,207000.0,0.007,-0.8977,-0.4143,,,,
228128.0,207010.0,0.005,-0.8977,-0.4123,,,,
228162.0,206994.0,0.003,-0.8957,-0.4143,,,,
228169.0,206988.0,0.004,-0.8947,-0.4143,,,,
228206.0,207048.0,0.004,-0.8967,-0.4143,,,,
228240.0,207039.0,0.004,-0.8997,-0.4133,,,,
228253.0,207099.0,0.004,-0.8967,-0.4133,,,,
228302.0,207050.0,0.004,-0.8957,-0.4113,,,,
228320.0,207072.0,0.003,-0.8987,-0.4123,,,,
228379.0,207095.0,0.002,-0.9037,-0.4133,,,,
228403.0,207186.0,0.001,-0.8987,-0.4103,,,,
228428.0,207157.0,0.004,-0.8967,-0.4153,,,,
228467.0,207209.0,0.006,-0.8967,-0.4133,,,,
228522.0,207134.0,0.006,-0.8957,-0.4153,,,,
228522.0,207144.0,0.005,-0.8987,-0.4133,,,,
228426.0,207131.0,0.005,-0.9027,-0.4163,,,,
228205.0,207054.0,0.004,-0.9017,-0.4183,,,,
228032.0,207047.0,0.003,-0.8987,-0.4203,,,,
227888.0,206963.0,0.001,-0.8987,-0.4173,,,,
227847.0,206904.0,0.002,-0.8977,-0.4163,,,,
227758.0,206872.0,0.003,-0.9007,-0.4133,,,,
227784.0,206861.0,0.003,-0.8977,-0.4183,,,,
227733.0,206937.0,0.004,-0.8957,-0.4163,,,,
227788.0,206910.0,0.005,-0.8947,-0.4193,,,,
228040.0,206998.0,0.003,-0.9027,-0.4183,,,,
228011.0,207012.0,0.002,-0.9017,-0.4213,,,,
227999.0,207034.0,0.001,-0.8977,-0.4163,,,,
227974.0,207036.0,0.003,-0.8937,-0.4123,,,,
227976.0,207026.0,0.005,-0.8957,-0.4133,,,,
228049.0,206958.0,0.006,-0.8987,-0.4103,,,,
228081.0,207031.0,0.005,-0.8967,-0.4123,,,,
228089.0,207071.0,0.006,-0.8977,-0.4143,,,,
228084.0,206987.0,0.003,-0.9007,-0.4153,,,,
228214.0,206993.0,0.002,-0.8977,-0.4173,,,,
228174.0,207132.0,0.003,-0.9017,-0.4163,,,,
228273.0,207116.0,0.004,-0.9027,-0.4153,,,,
228229.0,207090.0,0.004,-0.9007,-0.4163,,,,
228319.0,207126.0,0.004,-0.8977,-0.4183,,,,
228270.0,207098.0,0.003,-0.9017,-0.4173,,,,
228349.0,207114.0,0.001,-0.9017,-0.4133,,,,
228380.0,207140.0,0.003,-0.8977,-0.4153,,,,
228439.0,207141.0,0.004,-0.9007,-0.4193,,,,
228460.0,207239.0,0.004,-0.9007,-0.4193,,,,
228490.0,207217.0,0.004,-0.8997,-0.4203,,,,
228479.0,207130.0,0.004,-0.8997,-0.4203,,,,
228142.0,207025.0,0.009,-0.8997,-0.4173,,,,
227954.0,206958.0,0.005,-0.9007,-0.4143,,,,
227802.0,206947.0,0.003,-0.9007,-0.4083,,,,
227804.0,206884.0,0.006,-0.9067,-0.4023,,,,
227762.0,206907.0,0.003,-0.8997,-0.4123,,,,
227698.0,206829.0,0.005,-0.8987,-0.4143,,,,
227751.0,206817.0,0.005,-0.9017,-0.4183,,,,
227750.0,206876.0,0.006,-0.8977,-0.4183,,,,
227795.0,206953.0,0.008,-0.8967,-0.4213,,,,
227849.0,206917.0,0.005,-0.8957,-0.4173,,,,
227891.0,206863.0,0.009,-0.8937,-0.4113,,,,
227864.0,206904.0,0.008,-0.8937,-0.4133,,,,
227852.0,206932.0,0.004,-0.8947,-0.4133,,,,
227953.0,206997.0,0.007,-0.8997,-0.4133,,,,
228020.0,206907.0,0.006,-0.9027,-0.4163,,,,
228014.0,206948.0,0.007,-0.9017,-0.4143,,,,
227981.0,206979.0,0.006,-0.8997,-0.4103,,,,
227892.0,206941.0,0.006,-0.8977,-0.4143,,,,
227942.0,206939.0,0.006,-0.8997,-0.4163,,,,
227940.0,206979.0,0.005,-0.8947,-0.4133,,,,
228025.0,206876.0,0.005,-0.8967,-0.4153,,,,
228033.0,206939.0,0.003,-0.9007,-0.4133,,,,
227882.0,207056.0,0.006,-0.8987,-0.4173,,,,
227965.0,206967.0,0.005,-0.8987,-0.4183,,,,
228013.0,206988.0,0.008,-0.8987,-0.4213,,,,
228072.0,207012.0,0.007,-0.9027,-0.4163,,,,
228127.0,207066.0,0.006,-0.9017,-0.4143,,,,
228222.0,207044.0,0.006,-0.9027,-0.4143,,,,
228204.0,207096.0,0.004,-0.9027,-0.4153,,,,
227736.0,206943.0,0.001,-0.9007,-0.4153,,,,
227702.0,206884.0,0.003,-0.8997,-0.4163,,,,
227791.0,206891.0,0.003,-0.8987,-0.4163,,,,
227790.0,206976.0,0.002,-0.8997,-0.4213,,,,
227909.0,206896.0,0.004,-0.8957,-0.4183,,,,
227977.0,206912.0,0.005,-0.8937,-0.4183,,,,
228063.0,206966.0,0.006,-0.8997,-0.4163,,,,
228100.0,207037.0,0.007,-0.9057,-0.4153,,,,
228176.0,207129.0,0.005,-0.9047,-0.4153,,,,
228279.0,207118.0,0.003,-0.9007,-0.4133,,,,
228219.0,207067.0,0.004,-0.8977,-0.4153,,,,
228333.0,207131.0,0.002,-0.8957,-0.4163,,,,
228339.0,207067.0,0.002,-0.8937,-0.4113,,,,
228264.0,207039.0,0.004,-0.8987,-0.4133,,,,
228258.0,207023.0,0.004,-0.8997,-0.4133,,,,
228266.0,207055.0,0.004,-0.8957,-0.4153,,,,
228211.0,207049.0,0.001,-0.8967,-0.4163,,,,
228253.0,207057.0,0.0,-0.8987,-0.4143,,,,
228364.0,207128.0,0.0,-0.8987,-0.4133,,,,
228385.0,207172.0,0.0,-0.8997,-0.4133,,,,
228374.0,207213.0,0.001,-0.8987,-0.4113,,,,
228420.0,207231.0,0.003,-0.9007,-0.4093,,,,
228514.0,207220.0,0.0,-0.9007,-0.4113,,,,
228524.0,207264.0,0.001,-0.8997,-0.4133,,,,
228572.0,207278.0,0.002,-0.9027,-0.4153,,,,
228645.0,207291.0,0.003,-0.8987,-0.4143,,,,
228663.0,207312.0,0.003,-0.8977,-0.4193,,,,
228653.0,207299.0,0.003,-0.8987,-0.4153,,,,
228752.0,207269.0,0.005,-0.8967,-0.4133,,,,
228777.0,207344.0,0.003,-0.8957,-0.4123,,,,
228823.0,207333.0,0.005,-0.8947,-0.4123,,,,
228865.0,207338.0,0.002,-0.8967,-0.4153,,,,
228890.0,207387.0,-0.001,-0.9027,-0.4183,,,,
228864.0,207353.0,0.001,-0.9017,-0.4193,,,,
228931.0,207382.0,0.002,-0.9017,-0.4213,,,,
229094.0,207404.0,0.003,-0.9017,-0.4163,,,,
229068.0,207430.0,0.001,-0.8977,-0.4203,,,,
229069.0,207489.0,0.001,-0.8967,-0.4183,,,,
229172.0,207526.0,0.004,-0.8937,-0.4203,,,,
229162.0,207469.0,0.004,-0.8937,-0.4213,,,,
229251.0,207556.0,0.003,-0.8997,-0.4193,,,,
229204.0,207483.0,0.004,-0.8987,-0.4193,,,,
229104.0,207475.0,0.003,-0.9017,-0.4153,,,,
228747.0,207293.0,0.003,-0.9047,-0.4173,,,,
228451.0,207231.0,0.005,-0.9037,-0.4183,,,,
228205.0,207093.0,0.004,-0.8987,-0.4173,,,,
228105.0,207088.0,0.005,-0.9007,-0.4173,,,,
228038.0,207020.0,0.004,-0.8987,-0.4143,,,,
228036.0,207004.0,0.005,-0.8997,-0.4133,,,,
228133.0,206999.0,0.005,-0.8987,-0.4153,,,,
228414.0,207167.0,0.005,-0.9037,-0.4173,,,,
228411.0,207148.0,-0.001,-0.9007,-0.4223,,,,
228384.0,207152.0,0.006,-0.8977,-0.4183,,,,
228323.0,207182.0,0.003,-0.8997,-0.4233,,,,
228320.0,207120.0,-0.003,-0.8987,-0.4203,,,,
228342.0,207122.0,-0.004,-0.8997,-0.4203,,,,
228345.0,207190.0,-0.006,-0.9027,-0.4173,,,,
228298.0,207136.0,-0.002,-0.8967,-0.4163,,,,
228250.0,207118.0,0.001,-0.9007,-0.4153,,,,
228308.0,207126.0,0.003,-0.9037,-0.4153,,,,
228378.0,207140.0,0.005,-0.9037,-0.4123,,,,
228403.0,207215.0,0.003,-0.9017,-0.4163,,,,
228489.0,207183.0,0.003,-0.9017,-0.4183,,,,
228554.0,207286.0,0.006,-0.9017,-0.4133,,,,
228645.0,207209.0,0.003,-0.9027,-0.4153,,,,
228659.0,207292.0,0.005,-0.9037,-0.4133,,,,
228667.0,207252.0,0.005,-0.9017,-0.4123,,,,
228764.0,207259.0,0.004,-0.8987,-0.4173,,,,
228771.0,207243.0,0.006,-0.8997,-0.4163,,,,
228651.0,207219.0,0.006,-0.8947,-0.4163,,,,
228451.0,207163.0,0.005,-0.8967,-0.4183,,,,
228241.0,207143.0,0.004,-0.8987,-0.4173,,,,
227971.0,207051.0,0.003,-0.8977,-0.4153,,,,
227929.0,206900.0,0.001,-0.8977,-0.4123,,,,
227857.0,206934.0,0.002,-0.9007,-0.4133,,,,
227895.0,207038.0,0.006,-0.8997,-0.4113,,,,
227983.0,206938.0,0.007,-0.8977,-0.4183,,,,
228018.0,207057.0,0.007,-0.8997,-0.4203,,,,
228027.0,206970.0,0.004,-0.8977,-0.4193,,,,
228106.0,207058.0,0.002,-0.8967,-0.4193,,,,
228195.0,207066.0,0.004,-0.8977,-0.4183,,,,
228203.0,207079.0,0.005,-0.8977,-0.4173,,,,
228290.0,207035.0,0.004,-0.8977,-0.4173,,,,
228279.0,207067.0,0.005,-0.8977,-0.4213,,,,
228305.0,207102.0,0.005,-0.8967,-0.4203,,,,
228308.0,207126.0,0.006,-0.8937,-0.4203,,,,
228286.0,207135.0,0.009,-0.8947,-0.4203,,,,
228219.0,207046.0,0.007,-0.9007,-0.4173,,,,
228228.0,207058.0,0.005,-0.9027,-0.4163,,,,
228247.0,207081.0,0.007,-0.9017,-0.4123,,,,
228285.0,206999.0,0.005,-0.8977,-0.4153,,,,
228279.0,207050.0,0.002,-0.8947,-0.4153,,,,
228300.0,207193.0,0.002,-0.8947,-0.4153,,,,
228316.0,207092.0,0.002,-0.8947,-0.4163,,,,
228367.0,207125.0,0.002,-0.8957,-0.4183,,,,
228426.0,207150.0,0.003,-0.8967,-0.4143,,,,
228441.0,207144.0,0.003,-0.8977,-0.4143,,,,
228534.0,207137.0,0.002,-0.8977,-0.4163,,,,
228538.0,207183.0,-0.001,-0.8977,-0.4153,,,,
228597.0,207228.0,0.004,-0.8977,-0.4113,,,,
227834.0,206919.0,0.005,-0.8987,-0.4183,,,,
227768.0,206912.0,0.006,-0.8967,-0.4123,,,,
227851.0,206875.0,0.005,-0.8987,-0.4143,,,,
227797.0,206862.0,0.008,-0.8997,-0.4143,,,,
227838.0,206978.0,0.006,-0.9017,-0.4133,,,,
227897.0,206896.0,0.005,-0.9017,-0.4153,,,,
227966.0,207038.0,0.008,-0.9007,-0.4153,,,,
227948.0,207022.0,0.005,-0.8997,-0.4103,,,,
228076.0,206911.0,0.006,-0.9017,-0.4143,,,,
228037.0,206971.0,0.004,-0.9017,-0.4153,,,,
228101.0,207019.0,0.003,-0.8997,-0.4153,,,,
228141.0,207070.0,0.003,-0.8987,-0.4133,,,,
228204.0,207016.0,0.001,-0.8987,-0.4153,,,,
228061.0,206999.0,0.002,-0.8987,-0.4173,,,,
228095.0,207014.0,0.001,-0.8977,-0.4133,,,,
228102.0,207024.0,0.004,-0.8997,-0.4163,,,,
227982.0,206988.0,0.004,-0.8997,-0.4123,,,,
228093.0,207013.0,0.007,-0.8997,-0.4143,,,,
228104.0,207114.0,0.005,-0.8987,-0.4153,,,,
228216.0,206970.0,0.004,-0.8957,-0.4183,,,,
228249.0,207034.0,0.002,-0.8937,-0.4123,,,,
228251.0,207100.0,0.003,-0.8957,-0.4113,,,,
228246.0,207073.0,0.004,-0.8977,-0.4103,,,,
228286.0,207140.0,0.004,-0.8967,-0.4123,,,,
228334.0,207191.0,0.002,-0.9007,-0.4143,,,,
228300.0,207092.0,0.002,-0.9017,-0.4143,,,,
228400.0,207124.0,0.004,-0.9007,-0.4153,,,,
228486.0,207119.0,0.004,-0.9007,-0.4123,,,,
228466.0,207181.0,0.005,-0.8997,-0.4153,,,,
228521.0,207191.0,0.006,-0.8997,-0.4173,,,,
228546.0,207189.0,0.006,-0.8987,-0.4143,,,,
228603.0,207231.0,0.007,-0.8967,-0.4153,,,,
228633.0,207249.0,0.005,-0.9017,-0.4173,,,,
228660.0,207230.0,0.008,-0.8997,-0.4163,,,,
228728.0,207267.0,0.008,-0.9007,-0.4163,,,,
228635.0,207227.0,0.006,-0.9007,-0.4173,,,,
228363.0,207119.0,0.003,-0.9027,-0.4163,,,,
228110.0,207026.0,0.006,-0.9007,-0.4163,,,,
227922.0,206879.0,0.005,-0.8977,-0.4143,,,,
227823.0,206895.0,0.005,-0.8977,-0.4123,,,,
227727.0,206885.0,0.005,-0.8967,-0.4113,,,,
227733.0,206865.0,0.007,-0.8977,-0.4153,,,,
227812.0,206949.0,0.005,-0.9017,-0.4183,,,,
227934.0,206901.0,0.007,-0.8977,-0.4143,,,,
227933.0,206955.0,0.004,-0.8927,-0.4133,,,,
227988.0,206919.0,0.006,-0.8967,-0.4143,,,,
227964.0,206892.0,0.004,-0.9027,-0.4153,,,,
228039.0,206985.0,0.004,-0.9027,-0.4153,,,,
228114.0,207095.0,0.004,-0.9037,-0.4173,,,,
228225.0,206971.0,0.003,-0.9087,-0.4163,,,,
227990.0,206998.0,0.004,-0.8977,-0.4143,,,,
228118.0,206961.0,0.004,-0.8957,-0.4153,,,,
227996.0,207006.0,0.0,-0.9017,-0.4183,,,,
228098.0,207053.0,0.0,-0.9017,-0.4163,,,,
228228.0,207059.0,0.0,-0.9017,-0.4203,,,,
228228.0,207135.0,0.003,-0.9037,-0.4153,,,,
228243.0,207087.0,0.002,-0.9037,-0.4163,,,,
228362.0,207122.0,0.003,-0.9047,-0.4153,,,,
228437.0,207169.0,0.004,-0.9027,-0.4133,,,,
228458.0,207146.0,0.005,-0.9027,-0.4143,,,,
228450.0,207247.0,0.004,-0.8987,-0.4163,,,,
228495.0,207256.0,0.002,-0.8967,-0.4153,,,,
228535.0,207260.0,0.002,-0.8987,-0.4143,,,,
228603.0,207280.0,0.003,-0.8987,-0.4113,,,,
228595.0,207218.0,0.002,-0.8967,-0.4093,,,,
228654.0,207294.0,0.003,-0.8977,-0.4083,,,,
228734.0,207333.0,0.002,-0.8997,-0.4093,,,,
228754.0,207289.0,0.005,-0.8997,-0.4143,,,,
228794.0,207379.0,0.009,-0.9007,-0.4183,,,,
228824.0,207255.0,0.007,-0.9027,-0.4173,,,,
228642.0,207204.0,0.007,-0.9007,-0.4183,,,,
228371.0,207107.0,0.004,-0.8987,-0.4133,,,,
228100.0,206993.0,0.004,-0.8987,-0.4163,,,,
227886.0,206934.0,0.002,-0.8957,-0.4193,,,,
227828.0,206928.0,0.002,-0.8967,-0.4203,,,,
227842.0,206907.0,0.002,-0.8997,-0.4193,,,,
227809.0,206922.0,0.005,-0.8967,-0.4123,,,,
227833.0,206939.0,0.009,-0.8987,-0.4133,,,,
227981.0,206881.0,0.006,-0.8967,-0.4143,,,,
228010.0,206927.0,0.003,-0.8997,-0.4153,,,,
227981.0,206978.0,0.005,-0.9007,-0.4123,,,,
228120.0,206960.0,0.005,-0.9067,-0.4143,,,,
228159.0,206986.0,0.004,-0.9067,-0.4123,,,,
228233.0,207047.0,0.003,-0.9057,-0.4103,,,,
228256.0,207018.0,0.002,-0.9027,-0.4113,,,,
228267.0,207024.0,0.0,-0.9027,-0.4163,,,,
228248.0,207070.0,0.001,-0.8987,-0.4173,,,,
228167.0,207019.0,0.0,-0.8977,-0.4173,,,,
228123.0,207043.0,0.003,-0.9027,-0.4153,,,,
228093.0,207107.0,0.005,-0.9017,-0.4153,,,,
228137.0,206991.0,0.004,-0.9017,-0.4113,,,,
228027.0,207068.0,0.004,-0.8987,-0.4123,,,,
228137.0,207039.0,0.003,-0.8977,-0.4163,,,,
228105.0,207100.0,0.002,-0.8987,-0.4163,,,,
228153.0,207093.0,0.002,-0.8997,-0.4143,,,,
228299.0,207062.0,0.0,-0.8997,-0.4153,,,,
228195.0,207145.0,0.005,-0.8987,-0.4133,,,,
228308.0,207118.0,0.001,-0.9017,-0.4143,,,,
228235.0,207092.0,0.003,-0.8987,-0.4153,,,,
228383.0,207173.0,0.006,-0.9027,-0.4183,,,,
228601.0,207210.0,0.004,-0.9017,-0.4153,,,,
228654.0,207201.0,0.005,-0.9017,-0.4143,,,,
228527.0,207225.0,0.007,-0.9007,-0.4103,,,,
228215.0,207120.0,0.004,-0.8997,-0.4133,,,,
228058.0,207039.0,0.003,-0.8987,-0.4173,,,,
227803.0,206905.0,0.005,-0.8967,-0.4143,,,,
227788.0,206936.0,0.003,-0.8987,-0.4193,,,,
227754.0,206856.0,0.001,-0.8977,-0.4163,,,,
227798.0,206933.0,0.004,-0.8967,-0.4163,,,,
227785.0,206870.0,0.004,-0.8967,-0.4163,,,,
227851.0,206863.0,0.004,-0.8907,-0.4163,,,,
227845.0,206898.0,0.004,-0.8907,-0.4153,,,,
227951.0,206968.0,0.003,-0.8957,-0.4173,,,,
227958.0,207030.0,0.003,-0.8957,-0.4173,,,,
227975.0,206954.0,0.005,-0.8997,-0.4243,,,,
228099.0,206986.0,0.005,-0.8997,-0.4243,,,,
228079.0,207073.0,0.007,-0.9027,-0.4233,,,,
228077.0,206984.0,0.012,-0.9037,-0.4153,,,,
228084.0,207065.0,0.002,-0.8987,-0.4173,,,,
228067.0,206988.0,0.002,-0.8987,-0.4143,,,,
