"IR1","RED1","IR2","RED2","IR3","RED3","IR4","RED4"
1340,1701,34920,41823,154896,177684,224470,262143
1340,1701,34876,41837,154797,177587,224470,262143
1339,1658,34918,41837,154797,177587,224541,262143
1348,1692,34918,41837,154724,177540,224609,262143
1348,1692,34863,41839,154564,177343,224609,262143
1343,1680,34884,41802,154564,177343,224588,262143
1346,1713,34884,41802,154461,177268,224438,262143
1346,1713,34865,41803,154790,177470,224438,262143
1389,1678,34907,41852,154846,177535,224617,262143
1338,1698,34907,41852,154858,177543,224803,262143
1338,1698,34961,41807,154818,177499,224803,262143
1339,1662,34907,41840,154678,177328,224697,262143
1342,1705,34907,41840,154678,177328,224364,262143
1342,1705,34970,41810,154715,177354,224364,262143
1345,1677,34913,41851,154790,177418,224410,262143
1343,1711,34913,41851,155056,177733,224297,262143
1343,1711,34887,41849,154978,177654,224297,262143
1317,1699,34931,41868,154842,177546,224226,262143
1350,1707,34931,41868,154774,177444,224161,262143
1350,1707,34952,41867,154774,177444,224161,262143
1314,1700,34895,41828,154832,177471,224232,262143
1340,1709,34895,41828,154896,177577,224311,262143
1340,1709,34930,41786,154896,177577,224311,262143
1342,1755,34901,41848,154833,177522,224303,262143
1341,1725,34901,41848,154544,177167,224593,262143
1341,1725,34892,41841,154544,177167,224593,262143
1305,1698,34885,41825,154450,177033,224661,262143
1344,1715,34885,41825,154626,177190,224674,262143
1344,1715,34869,41807,154626,177190,224674,262143
1320,1706,34898,41858,154624,177191,224569,262143
1338,1698,34898,41858,154420,176922,224128,262143
1338,1698,34912,41912,154420,176922,224128,262143
1307,1709,34901,41854,154489,176899,224086,262143
1325,1711,34834,41773,155166,177602,224251,262143
1336,1698,34846,41788,155217,177662,224396,262143
1362,1717,34843,41797,155285,177731,224511,262143
1349,1700,34865,41817,155731,178232,224581,262143
1349,1700,34856,41819,155731,178232,224581,262143
1282,1699,34820,41763,155708,178224,224531,262143
1346,1698,34820,41763,155222,177662,224157,262143
1346,1698,34767,41753,155222,177662,224157,262143
1327,1738,34842,41770,155186,177627,224313,262143
1337,1697,34842,41770,155235,177677,224753,262143
1337,1697,34775,41766,155235,177677,224753,262143
1336,1754,34836,41771,155214,177661,224795,262143
1330,1694,34836,41771,154804,177180,225163,262143
1330,1694,34829,41742,154804,177180,225163,262143
1420,1672,34804,41739,154754,177137,225180,262143
1354,1717,34804,41739,154814,177156,225408,262143
1354,1717,34874,41736,154814,177156,225408,262143
1385,1647,34857,41799,154705,177052,225418,262143
1335,1709,34857,41799,154473,176764,225255,262143
1335,1709,34857,41801,154473,176764,225255,262143
1346,1674,34822,41777,154561,176785,225273,262143
1346,1700,34822,41777,154700,176992,225427,262143
1346,1700,34803,41723,154700,176992,225427,262143
1339,1780,34821,41750,154648,176956,225437,262143
1340,1704,34821,41750,154542,176750,225366,262143
1340,1704,34825,41833,154542,176750,225366,262143
1346,1669,34858,41803,154588,176797,225395,262143
1338,1701,34858,41803,154877,176990,225061,262143
1338,1701,34858,41765,154877,176990,225061,262143
1359,1668,34809,41763,154845,176980,224991,262143
1347,1711,34809,41763,154737,176842,225174,262143
1347,1711,34809,41713,154707,176819,225174,262143
1336,1767,34855,41806,154673,176814,225248,262143
1332,1702,34855,41806,154550,176701,225070,262143
1332,1702,34858,41854,154144,176274,225070,262143
1314,1693,34854,41812,154144,176274,224985,262143
1329,1705,34854,41812,154108,176244,224186,262143
1329,1705,34859,41841,154148,176323,224186,262143
1340,1684,34857,41792,154070,176242,224049,262143
1340,1690,34857,41792,154015,176114,224712,262143
1340,1690,34915,41740,153500,175647,224712,262143
1348,1755,34896,41814,153500,175647,224834,262143
1340,1716,34896,41814,153465,175567,224758,262143
1340,1716,34854,41821,153475,175693,224758,262143
1350,1701,34880,41810,153475,175693,224737,262143
1345,1699,34880,41810,153540,175725,224480,262143
1345,1699,34855,41809,153374,175612,224480,262143
1335,1757,34870,41811,153374,175612,224441,262143
1343,1699,34870,41811,153295,175555,224237,262143
1343,1699,34939,41755,152627,174830,224237,262143
1340,1759,34911,41865,152434,174674,224145,262143
1348,1692,34911,41865,152464,174728,223574,262019
1348,1692,34913,41850,152229,174500,223574,262019
1305,1681,34904,41852,152229,174500,223488,261961
1339,1698,34904,41852,152121,174414,224056,262143
1339,1698,34836,41824,152135,174399,224056,262143
1334,1753,34885,41800,152135,174399,224152,262143
1340,1693,34885,41800,152221,174505,224563,262143
1340,1693,34880,41784,152664,174971,224563,262143
1343,1676,34886,41820,152664,174971,224702,262143
1350,1700,34886,41820,152668,174956,224785,262143
1350,1700,34899,41897,152330,174618,224785,262143
1412,1665,34869,41786,152330,174618,224873,262143
1357,1700,34869,41786,152256,174568,225255,262143
1357,1700,34838,41774,152305,174616,225255,262143
1415,1686,34843,41784,152305,174616,225228,262143
1330,1702,34843,41784,152344,174691,225569,262143
1330,1702,34852,41856,152245,174600,225569,262143
1336,1661,34861,41776,152245,174600,225579,262143
1342,1680,34861,41776,152130,174495,225429,262143
1342,1680,34809,41775,152179,174509,225429,262143
1339,1750,34829,41766,152179,174509,225422,262143
1334,1686,34829,41766,152179,174517,225102,262143
1334,1686,34833,41772,152199,174502,225102,262143
1302,1707,34857,41771,152199,174502,225098,262143
1355,1710,34857,41771,152248,174495,225360,262143
1355,1710,34806,41786,152355,174624,225360,262143
1297,1701,34808,41739,152355,174624,225359,262143
1336,1689,34808,41739,152305,174605,225729,262143
1336,1689,34750,41719,152018,174257,225729,262143
1318,1693,34752,41672,152018,174257,225875,262143
1332,1691,34752,41672,151944,174193,226002,262143
1332,1697,34756,41657,151821,174004,226002,262143
1332,1697,34755,41671,151821,174004,225943,262143
1305,1703,34755,41671,151924,174068,225911,262143
1341,1699,34689,41672,152281,174511,225911,262143
1341,1699,34723,41651,152281,174511,225952,262143
1395,1672,34723,41651,152352,174537,226184,262143
1342,1700,34678,41677,152065,174268,226184,262143
1342,1700,34740,41683,152065,174268,226233,262143
1286,1694,34740,41683,151939,174117,226000,262143
1333,1687,34736,41673,151955,174119,226000,262143
1333,1687,34701,41654,151955,174119,226090,262143
1401,1658,34701,41654,151978,174164,225975,262143
1330,1684,34639,41647,151839,173986,225975,262143
1330,1684,34647,41593,151839,173986,225978,262143
1407,1662,34647,41593,151771,173937,225973,262143
1345,1699,34662,41621,151776,173908,225973,262143
1345,1699,34684,41643,151776,173908,225831,262143
1332,1688,34684,41643,151902,174042,225625,262143
1340,1701,34662,41624,152259,174355,226005,262143
1348,1715,34636,41595,152348,174428,226009,262143
1320,1659,34628,41590,152402,174453,226019,262143
1347,1715,34626,41558,152252,174296,226019,262143
1347,1715,34634,41581,152252,174296,226083,262143
1340,1750,34613,41555,152216,174211,226525,262143
1338,1696,34633,41568,151947,173958,226525,262143
1338,1696,34615,41569,151947,173958,226539,262143
1338,1726,34610,41543,151934,173980,226182,262143
1334,1690,34610,41543,152264,174304,226182,262143
1334,1690,34607,41589,152264,174304,226191,262143
1309,1703,34616,41521,152203,174282,226131,262143
1349,1696,34603,41584,152251,174269,226131,262143
1349,1696,34595,41522,152251,174269,226030,262143
1367,1692,34639,41590,152261,174298,225864,262143
1341,1697,34676,41595,151983,174008,225864,262143
1341,1697,34693,41607,151983,174008,225780,262143
1277,1697,34691,41631,152032,174086,226143,262143
1346,1706,34704,41639,152433,174396,226143,262143
1346,1706,34615,41638,152433,174396,226276,262143
1373,1673,34650,41607,152415,174420,226328,262143
1344,1701,34644,41585,152446,174459,226328,262143
1344,1701,34637,41646,152446,174459,226301,262143
1360,1682,34621,41594,152485,174547,226079,262143
1337,1699,34681,41609,152684,174686,226079,262143
1337,1699,34668,41618,152684,174686,226081,262143
1366,1662,34667,41663,152618,174641,226645,262143
1363,1706,34627,41612,152592,174584,226645,262143
1363,1706,34635,41582,152592,174584,226753,262143
1373,1680,34635,41582,152614,174585,227248,262143
1350,1704,34597,41578,152813,174784,227248,262143
1350,1704,34641,41571,152813,174784,227286,262143
1379,1677,34641,41571,152782,174817,227240,262143
1347,1701,34614,41579,152710,174735,227240,262143
1347,1701,34640,41589,152710,174735,227192,262143
1358,1659,34640,41589,152694,174770,226535,262143
1333,1710,34628,41562,153066,175070,226535,262143
1333,1710,34656,41593,153066,175070,226346,262143
1343,1734,34656,41593,153186,175144,225854,262143
1344,1689,34713,41556,154059,176111,225854,262143
1344,1689,34659,41593,154059,176111,225860,262143
1358,1664,34659,41593,154214,176240,225764,262143
1343,1698,34635,41598,154391,176438,225764,262143
1343,1698,34630,41576,154391,176438,225799,262143
1359,1659,34630,41576,154385,176390,225361,262143
1333,1683,34631,41558,154246,176228,225361,262143
1333,1683,34642,41576,154246,176228,225270,262143
1335,1752,34642,41576,154328,176293,225082,262143
1325,1699,34704,41571,154589,176537,225082,262143
1325,1699,34675,41610,154589,176537,225145,262143
1312,1686,34626,41589,154612,176513,225295,262143
1335,1700,34640,41588,154590,176552,225295,262143
1335,1700,34641,41608,154590,176552,225404,262143
1351,1679,34622,41573,154517,176495,225698,262143
1337,1695,34607,41570,154328,176312,225698,262143
1337,1695,34630,41567,154328,176312,225714,262143
1331,1688,34630,41567,154247,176295,225895,262143
1340,1693,34583,41562,154411,176447,225895,262143
1340,1693,34572,41519,154411,176447,226013,262143
1328,1740,34572,41519,154466,176483,226393,262143
1339,1710,34520,41527,154580,176531,226393,262143
1339,1710,34567,41539,154580,176531,226492,262143
1301,1704,34567,41539,154562,176509,226970,262143
1358,1695,34578,41531,154731,176644,226970,262143
1358,1695,34625,41569,154731,176644,226987,262143
1348,1689,34625,41569,154764,176642,227691,262143
1337,1693,34674,41538,155044,176963,227691,262143
1337,1693,34633,41599,155044,176963,227797,262143
1307,1698,34633,41599,155037,176959,227838,262143
1344,1699,34619,41594,155475,177464,227838,262143
1344,1699,34659,41614,155475,177464,227766,262143
1405,1654,34659,41614,155628,177604,227782,262143
1347,1702,34636,41610,156469,178584,227782,262143
1347,1702,34705,41664,156469,178584,227850,262143
1334,1706,34705,41664,156590,178694,227853,262143
1339,1701,34785,41641,156553,178697,227853,262143
1339,1701,34700,41655,156553,178697,227866,262143
1410,1662,34700,41655,156540,178697,228045,262143
1329,1704,34719,41641,156882,178933,228045,262143
1329,1704,34700,41655,156882,178933,228086,262143
1403,1665,34700,41655,156935,178954,227920,262143
1333,1687,34714,41714,157100,179084,227920,262143
1333,1687,34776,41704,157100,179084,227987,262143
1331,1674,34776,41704,157147,179122,228342,262143
1335,1699,34768,41783,157273,179234,228342,262143
1335,1699,34771,41734,157273,179234,228331,262143
1412,1668,34771,41734,157283,179295,227865,262143
1344,1702,34749,41703,157485,179445,227865,262143
1344,1702,34763,41735,157485,179445,227794,262143
1411,1662,34763,41735,157543,179522,227925,262143
1343,1699,34777,41800,157835,179812,227925,262143
1343,1699,34768,41718,157835,179812,228048,262143
1339,1699,34768,41718,157840,179792,228112,262143
1331,1697,34746,41789,157848,179755,228112,262143
1331,1697,34740,41712,157848,179755,228063,262143
1338,1738,34740,41712,157870,179787,227544,262143
1334,1687,34732,41720,157820,179725,227544,262143
1334,1687,34742,41727,157820,179725,227473,262143
1337,1701,34742,41727,157765,179726,226848,262143
1355,1693,34751,41782,157583,179639,226848,262143
1338,1689,34779,41768,158027,180003,226685,262143
1335,1701,34798,41775,158027,180003,226233,262143
1327,1697,34791,41767,158057,180034,226433,262143
1327,1697,34817,41776,157909,179847,226617,262143
1298,1697,34817,41776,157909,179847,226791,262143
1356,1689,34764,41782,157868,179786,226791,262143
1356,1689,34810,41763,158001,179918,226753,262143
1348,1774,34810,41763,158001,179918,226960,262143
1345,1694,34760,41761,157995,179877,226960,262143
1345,1694,34815,41784,157556,179479,227106,262143
1333,1760,34815,41784,157556,179479,227097,262143
1326,1699,34811,41813,157382,179259,227097,262143
1326,1699,34837,41775,157117,179041,226973,262143
1320,1682,34837,41775,157117,179041,226558,262143
1330,1693,34796,41783,157156,179051,226558,262143
1330,1693,34807,41767,157182,179132,226516,262143
1305,1694,34807,41767,157182,179132,226554,262143
1342,1677,34745,41754,157063,179080,226554,262143
1342,1677,34856,41839,157094,179093,226527,262143
1386,1666,34856,41839,157094,179093,226569,262143
1353,1699,34870,41834,157104,179074,226569,262143
1353,1699,34893,41864,156955,179050,226545,262143
1344,1662,34893,41864,156955,179050,226639,262143
1340,1681,34892,41931,156942,178997,226639,262143
1340,1681,34904,41876,157018,179065,226666,262143
1401,1650,34904,41876,157018,179065,226420,262143
1333,1699,34897,41861,157090,179099,226420,262143
1333,1699,34917,41871,157445,179346,226431,262143
1383,1660,34917,41871,157445,179346,226552,262143
1343,1675,34910,41881,157343,179276,226552,262143
1343,1675,34895,41845,157609,179425,226568,262143
1289,1698,34895,41845,157609,179425,226648,262143
1346,1690,34862,41860,157590,179406,226648,262143
1346,1690,34878,41850,157546,179340,226651,262143
1372,1683,34878,41850,157546,179340,226940,262143
1338,1700,34876,41845,157520,179283,226940,262143
1338,1700,34876,41832,156858,178752,227002,262143
1357,1671,34876,41832,156858,178752,226830,262143
1353,1691,34799,41830,156649,178599,226830,262143
1353,1691,34848,41820,156002,178096,226785,262143
1357,1640,34848,41820,156002,178096,226918,262143
1331,1682,34800,41812,155907,178011,226918,262143
1331,1682,34811,41769,155631,177812,227021,262143
1367,1676,34811,41769,155631,177812,227229,262143
1325,1692,34791,41765,155619,177788,227229,262143
1325,1692,34802,41754,155679,177807,227174,262143
1375,1672,34802,41754,155679,177807,227124,262143
1326,1703,34848,41707,155695,177848,227124,262143
1326,1703,34821,41785,156112,178280,227181,262143
1335,1659,34821,41785,156112,178280,227461,262143
1345,1691,34873,41749,156182,178377,227734,262143
1348,1692,34800,41785,156116,178547,227741,262143
1349,1707,34800,41785,156123,178562,227710,262143
1297,1688,34787,41770,156167,178610,227758,262143
1345,1696,34787,41770,156569,178938,227856,262143
1346,1685,34787,41770,156569,178938,228149,262143
1333,1694,34747,41747,156617,178974,228149,262143
1335,1702,34774,41748,156699,178988,228093,262143
1345,1713,34774,41748,156699,178988,228006,262143
1333,1677,34803,41723,156735,178998,228006,262143
1339,1696,34746,41715,156431,178656,228066,262143
1324,1693,34746,41715,156431,178656,228174,262143
1349,1702,34746,41675,156434,178645,228174,262143
1349,1702,34748,41730,156435,178650,228160,262143
1313,1703,34748,41730,156435,178650,228296,262143
1351,1695,34757,41713,156381,178624,228296,262143
1351,1695,34790,41764,156353,178531,228498,262143
1347,1694,34790,41764,156353,178531,229247,262143
1339,1696,34810,41734,156344,178545,229247,262143
1339,1696,34772,41747,156307,178436,229474,262143
1381,1641,34772,41747,156307,178436,229689,262143
1336,1687,34775,41777,156248,178426,229689,262143
1339,1689,34759,41728,156208,178285,229652,262143
1354,1677,34759,41728,156208,178285,229294,262143
1340,1689,34748,41750,156205,178292,229294,262143
1340,1689,34782,41742,156298,178295,229262,262143
1337,1766,34782,41742,156298,178295,229582,262143
1348,1692,34787,41754,156261,178279,229582,262143
1348,1692,34792,41772,156004,178000,229536,262143
1337,1668,34792,41772,156004,178000,229133,262143
1334,1693,34851,41735,155981,177960,229133,262143
1334,1693,34792,41766,156086,178051,229028,262143
1354,1754,34792,41766,156086,178051,228867,262143
1345,1687,34794,41774,156140,178063,228867,262143
1345,1687,34771,41756,155959,178099,228872,262143
1335,1755,34771,41756,155959,178099,228669,262143
1337,1681,34746,41753,156013,178074,228669,262143
1337,1681,34758,41764,155955,178041,228661,262143
1354,1681,34758,41764,155955,178041,228530,262143
1332,1700,34816,41723,155925,178005,228530,262143
1344,1700,34762,41758,155672,177762,228496,262143
1338,1692,34762,41758,155672,177762,228713,262143
1332,1702,34748,41761,155675,177706,228713,262143
1351,1694,34779,41764,155628,177760,228660,262143
1348,1720,34779,41764,155628,177760,228464,262143
1326,1686,34822,41757,155667,177738,228464,262143
1350,1696,34774,41744,155524,177656,228535,262143
1334,1690,34774,41744,155524,177656,228518,262143
1337,1693,34781,41722,155506,177612,228518,262143
1337,1693,34742,41743,155586,177678,228498,262143
1308,1682,34781,41775,155654,177725,228260,262143
1342,1698,34781,41775,155654,177725,228230,262143
1320,1682,34794,41806,155592,177651,228242,262143
1345,1690,34756,41743,155654,177726,228183,262143
1322,1696,34756,41743,155654,177726,228183,262143
1322,1696,34736,41788,155637,177755,228158,262143
1347,1720,34765,41747,155588,177671,228288,262143
1349,1683,34765,41747,155588,177671,228288,262143
1349,1683,34790,41724,155560,177663,228277,262143
1345,1715,34767,41751,155462,177636,228480,262143
1348,1703,34767,41751,155462,177636,228480,262143
1348,1703,34776,41702,155430,177670,228403,262143
1339,1721,34731,41695,155275,177421,228084,262143
1334,1692,34731,41695,155275,177421,228084,262143
1334,1692,34787,41663,155126,177258,228088,262143
1339,1710,34727,41714,154854,176881,228241,262143
1335,1681,34727,41714,154854,176881,228241,262143
1335,1681,34731,41734,154828,176861,228273,262143
1383,1629,34737,41722,154587,176620,228844,262143
1338,1687,34737,41722,154587,176620,228844,262143
1338,1687,34741,41770,154510,176594,229003,262143
1303,1682,34759,41750,154586,176663,229441,262143
1351,1682,34759,41750,154586,176663,229441,262143
1351,1682,34754,41805,154550,176637,229414,262143
1371,1673,34765,41778,154642,176642,229051,262143
1336,1695,34765,41778,154642,176642,229051,262143
1336,1695,34816,41731,154616,176655,229058,262143
1338,1651,34760,41770,154516,176506,229110,262143
1327,1696,34760,41770,154516,176506,229110,262143
1327,1696,34770,41777,154538,176478,229059,262143
1366,1629,34784,41777,154634,176599,228343,262143
1328,1677,34784,41777,154634,176599,228343,262143
1328,1677,34747,41786,154670,176651,228034,262143
1342,1716,34803,41792,154743,176727,227561,262143
1342,1685,34803,41792,154743,176727,227561,262143
1342,1685,34844,41751,154653,176689,227571,262143
1369,1635,34797,41793,154609,176644,226622,262143
1341,1691,34797,41793,154609,176644,226622,262143
1341,1691,34793,41771,154624,176621,226398,262143
1337,1733,34810,41785,154488,176645,225952,262143
1345,1686,34810,41785,154488,176645,225952,262143
1345,1686,34805,41844,154547,176734,226089,262143
1343,1733,34799,41788,154751,176838,227040,262143
1341,1689,34799,41788,154751,176838,227040,262143
1341,1689,34799,41855,154797,176846,227170,262143
1336,1677,34795,41781,154806,176756,228100,262143
1340,1688,34783,41830,154806,176756,228100,262143
1340,1688,34780,41773,154809,176767,228331,262143
1335,1768,34780,41759,155142,177043,229558,262143
1329,1702,34795,41750,155142,177043,229558,262143
1330,1680,34784,41755,155166,177101,229650,262143
1344,1694,34830,41806,155081,176946,228962,262143
1325,1694,34837,41804,155081,176946,229228,262143
1349,1696,34879,41823,155131,176951,229572,262143
1344,1688,34879,41823,155454,177336,229886,262143
1274,1684,34860,41836,155454,177336,229886,262143
1332,1683,34877,41836,155466,177352,229867,262143
1339,1689,34877,41836,155388,177303,229555,262143
1337,1683,34933,41795,155388,177303,229555,262143
1282,1680,34886,41850,155415,177228,229587,262143
1339,1701,34886,41850,155307,177121,230276,262143
1341,1688,34884,41896,155307,177121,230276,262143
1264,1686,34879,41845,155305,177076,230380,262143
1335,1698,34879,41845,155408,177156,231275,262143
1335,1698,34854,41851,155408,177156,231275,262143
1312,1686,34848,41841,155390,177106,231682,262143
1327,1678,34848,41841,155088,176899,232475,262143
1327,1678,34848,41889,155088,176899,232475,262143
1336,1668,34896,41876,154994,176844,232449,262143
1346,1677,34896,41876,155017,176827,232051,262143
1346,1677,34898,41917,155017,176827,232051,262143
1405,1659,34931,41906,154974,176808,232209,262143
1336,1677,34931,41906,154944,176838,232616,262143
1336,1677,34923,41932,154944,176838,232616,262143
1327,1701,34955,41901,155008,176839,232806,262143
1322,1682,34955,41901,154950,176850,233303,262143
1322,1682,34906,41900,154950,176850,233303,262143
1324,1688,34953,41919,154916,176850,233308,262143
1322,1693,34953,41919,155047,177006,233255,262143
1322,1693,34960,41936,155047,177006,233157,262143
1328,1734,34955,41934,154986,176977,232989,262143
1325,1675,34955,41934,154659,176714,232636,262143
1325,1675,34968,41972,154659,176714,232646,262143
1337,1743,34951,41936,154750,176733,232611,262143
1336,1698,34951,41936,154618,176706,232640,262143
1336,1698,34951,41920,154618,176706,232738,262143
1302,1685,34956,41935,154554,176669,232801,262143
1351,1690,34956,41935,154563,176656,232801,262143
1351,1690,34958,41969,154563,176656,232758,262143
1291,1678,34964,41919,154592,176676,233802,262143
1330,1686,34964,41919,154490,176551,233802,262143
1330,1686,34957,41969,154490,176551,233892,262143
1349,1659,34967,41930,154427,176483,234024,262143
1324,1680,34967,41930,154549,176453,234024,262143
1324,1680,34945,41936,154549,176453,234158,262143
1289,1679,34984,41951,154613,176503,234193,262143
1327,1685,34984,41951,154637,176482,234193,262143
1327,1685,34986,41996,154637,176482,234118,262143
1337,1738,34941,41906,154702,176510,234056,262143
1339,1697,34941,41906,154957,176810,234056,262143
1330,1688,34923,41939,154821,176744,234114,262143
1344,1679,34912,41872,154784,176735,234680,262143
1344,1680,34910,41853,154750,176752,234680,262143
1335,1687,34885,41890,154593,176733,234677,262143
1338,1682,34881,41846,154578,176717,235037,262143
1325,1693,34881,41846,154465,176631,235037,262143
1325,1693,34880,41880,154465,176631,234994,262143
1330,1720,34874,41835,154368,176572,234378,262143
1330,1674,34874,41835,154153,176276,234378,262143
1330,1674,34857,41835,154153,176276,234335,262143
1331,1680,34891,41838,154211,176259,234020,262143
1339,1691,34891,41838,154368,176406,234020,262143
1339,1691,34843,41862,154368,176406,234016,262143
1337,1732,34882,41865,154270,176271,233768,262143
1335,1686,34882,41865,154230,176188,233768,262143
1335,1686,34888,41911,154230,176188,233760,262143
1304,1681,34878,41860,154293,176171,234015,262143
1341,1682,34878,41860,154338,176162,234015,262143
1341,1682,34873,41876,154338,176162,234054,262143
1299,1685,34875,41853,154274,176108,233833,262143
1326,1676,34875,41853,154050,175838,233833,262143
1326,1676,34826,41827,154050,175838,233769,262143
1301,1681,34853,41816,154134,175858,233692,262143
1328,1676,34853,41816,154113,175840,233692,262143
1328,1676,34841,41867,154113,175840,233725,262143
1307,1685,34799,41772,154069,175764,233801,262143
1337,1677,34799,41772,154120,175840,233801,262143
1337,1677,34791,41813,154120,175840,233796,262143
1317,1685,34779,41747,154114,175819,233803,262143
1339,1699,34779,41747,153904,175669,233803,262143
1339,1699,34746,41738,153904,175669,233756,262143
1400,1641,34760,41729,153898,175613,233963,262143
1329,1690,34760,41729,153748,175464,233963,262143
1329,1690,34756,41746,153748,175464,234030,262143
1393,1643,34798,41757,153736,175479,233674,262143
1325,1674,34798,41757,153752,175548,233674,262143
1325,1674,34776,41749,153752,175548,233528,262143
1295,1676,34820,41761,153777,175633,233497,262143
1330,1678,34820,41761,153812,175640,233497,262143
1330,1678,34889,41743,153812,175640,233432,262143
1302,1690,34835,41788,153835,175580,233238,262143
1339,1686,34835,41788,153951,175722,233238,262143
1339,1686,34803,41783,153951,175722,233216,262143
1306,1688,34817,41783,154006,175778,233213,262143
1340,1680,34817,41783,154133,175853,233213,262143
1340,1680,34884,41748,154133,175853,233304,262143
1295,1694,34822,41806,154123,175862,234021,262143
1331,1679,34822,41806,154170,175906,234021,262143
1331,1679,34879,41756,154170,175906,234381,262143
1390,1638,34816,41795,154221,175966,235232,262143
1333,1690,34802,41784,154511,176213,234423,262143
1318,1684,34817,41780,154511,176213,234357,262143
1342,1693,34808,41765,154516,176217,234343,262143
1318,1680,34808,41765,154729,176344,234216,262143
1318,1680,34805,41809,154729,176344,234073,262143
1349,1648,34802,41758,154724,176319,233261,262143
1348,1672,34802,41758,154723,176278,233261,262143
1348,1672,34801,41742,154723,176278,233107,262143
1329,1711,34811,41774,154752,176276,233009,262143
1332,1690,34811,41774,154851,176430,233000,262143
1332,1690,34812,41739,154851,176430,232958,262143
1332,1743,34787,41735,154838,176428,232453,262143
1317,1689,34787,41735,154613,176150,232266,262143
1317,1689,34781,41728,154613,176150,231799,262143
1300,1683,34814,41768,154616,176113,231799,262143
1329,1677,34814,41768,154651,176289,231731,262143
1329,1677,34812,41816,154651,176289,231586,262143
1326,1738,34827,41772,154637,176259,231586,262143
1330,1682,34827,41772,154602,176193,231495,262143
1330,1682,34819,41775,154602,176193,231099,262143
1312,1678,34840,41769,154592,176129,231099,262143
1336,1689,34840,41769,154498,176076,231100,262143
1336,1689,34777,41788,154498,176076,230858,262143
1319,1688,34843,41770,154526,176089,230858,262143
1344,1680,34843,41770,154474,176044,230862,262143
1344,1680,34824,41803,154474,176044,230872,262143
1332,1760,34801,41736,154539,176019,230872,262143
1319,1678,34801,41736,154424,175991,231194,262143
1319,1678,34829,41680,154424,175991,234050,262143
1327,1743,34846,41800,154366,175979,234050,262143
1342,1668,34846,41800,154443,176069,234135,262143
1342,1668,34849,41828,154443,176069,233352,262143
1381,1621,34820,41754,154482,176121,233352,262143
1343,1676,34820,41754,154548,176156,233106,262143
1343,1676,34818,41747,154548,176156,232835,262143
1340,1679,34814,41749,154566,176103,232835,262143
1331,1695,34814,41749,154494,176089,232762,262143
1331,1695,34871,41692,154494,176089,231919,262143
1286,1682,34823,41760,154500,176105,231919,262143
1342,1694,34823,41760,154569,176096,231796,262143
1337,1686,34820,41747,154569,176096,231602,262143
1322,1704,34800,41746,154579,176065,231602,262143
1327,1673,34800,41746,154474,176034,231596,262143
1327,1678,34755,41740,154474,176034,231764,262143
1327,1678,34818,41741,154512,176105,231764,262143
1321,1687,34818,41741,154235,175840,231647,262143
1342,1682,34861,41726,154235,175840,231422,262143
1333,1691,34840,41739,154147,175746,231422,262143
1324,1677,34840,41739,154215,175810,231518,262143
1304,1678,34775,41746,154215,175810,231551,262143
1336,1689,34842,41741,154210,175854,232319,262143
1320,1682,34847,41746,153963,175644,232358,262143
1338,1694,34841,41739,153963,175644,232351,262143
1330,1686,34841,41739,153945,175635,231593,262143
1330,1686,34848,41689,154026,175714,231373,262143
1312,1694,34841,41746,154026,175714,231114,262143
1335,1694,34841,41746,153988,175686,231114,262143
1335,1694,34873,41685,153811,175504,230972,262143
1278,1684,34851,41761,153811,175504,230178,262143
1344,1685,34851,41761,153807,175482,230178,262143
1344,1685,34814,41746,154029,175693,230080,262143
1310,1679,34813,41716,154029,175693,230022,262143
1331,1683,34813,41716,154059,175744,230022,262143
1331,1683,34845,41682,153803,175374,230204,262143
1290,1684,34820,41723,153803,175374,230097,262143
1333,1685,34820,41723,153652,175237,230097,262143
1333,1685,34792,41724,153883,175411,229924,262143
1297,1670,34815,41725,153883,175411,229387,262143
1342,1684,34815,41725,153879,175387,229387,262143
1342,1684,34776,41725,153774,175283,229366,262143
1331,1679,34784,41700,153774,175283,229687,262143
1346,1688,34784,41700,153717,175255,229687,262143
1346,1688,34792,41683,153662,175175,229747,262143
1388,1626,34793,41696,153662,175175,229726,262143
1330,1691,34793,41696,153705,175204,229726,262143
1330,1691,34844,41657,153603,175126,229998,262143
1304,1675,34781,41691,153603,175126,230859,262143
1336,1676,34781,41691,153671,175143,230859,262143
1336,1676,34786,41701,153716,175237,230984,262143
1333,1674,34776,41675,153716,175237,231101,262143
1334,1674,34776,41675,153653,175192,231101,262143
1334,1674,34751,41684,153450,174934,231227,262143
1400,1666,34815,41718,153450,174934,231704,262143
1344,1684,34815,41718,153447,174915,231704,262143
1344,1684,34777,41704,153552,175108,231594,262143
1337,1668,34794,41691,153552,175108,230948,262143
1330,1675,34794,41691,153557,175125,230948,262143
1330,1675,34767,41684,153723,175259,230765,262143
1343,1649,34830,41729,153723,175259,230294,262143
1329,1681,34830,41729,153683,175248,230294,262143
1329,1681,34813,41716,153754,175245,230243,262143
1333,1738,34812,41704,153754,175245,230183,262143
1335,1676,34812,41704,153790,175277,230183,262143
1356,1748,34766,41710,153919,175420,230107,262143
1340,1688,34785,41694,153919,175420,230082,262143
1332,1682,34785,41694,153850,175406,230082,262143
1329,1687,34775,41678,153399,174892,230108,262143
1319,1689,34744,41640,153399,174892,230271,262143
