"IR1","RED1","IR2","RED2","IR3","RED3","IR4","RED4"
1314,1673,34870,41464,159524,179854,201271,236748
1356,1665,34870,41464,159223,179456,201271,236748
1356,1665,34839,41474,159223,179456,201314,236801
1317,1674,34886,41470,159090,179368,200900,236302
1345,1676,34886,41470,158954,179213,200900,236302
1345,1676,34926,41443,158954,179213,200745,236169
1323,1688,34885,41474,158878,179180,200381,235761
1332,1679,34885,41474,158814,179120,200381,235761
1332,1679,34850,41469,158814,179120,200318,235747
1304,1679,34902,41492,158770,179144,200445,235885
1345,1661,34902,41492,158763,179209,200445,235885
1345,1661,34839,41488,158763,179209,200434,235859
1292,1663,34892,41480,158709,179199,200007,235483
1341,1663,34892,41480,158773,179251,200007,235483
1341,1663,34917,41469,158773,179251,199923,235419
1395,1640,34894,41474,158728,179250,199771,235223
1348,1671,34894,41474,158384,178787,199771,235223
1348,1671,34908,41410,158384,178787,199740,235219
1341,1639,34865,41470,158352,178740,199748,235226
1348,1677,34865,41470,158743,179072,199748,235226
1348,1677,34897,41411,158743,179072,199825,235286
1304,1685,34835,41417,158766,179098,200322,235785
1343,1673,34835,41417,158584,178944,200322,235785
1343,1673,34844,41423,158584,178944,200379,235761
1406,1639,34839,41429,158617,178931,199867,235237
1339,1672,34839,41429,158787,179106,199867,235237
1339,1672,34907,41399,158787,179106,199739,235076
1341,1646,34863,41435,158853,179131,199427,234692
1337,1681,34863,41435,158928,179165,199427,234692
1337,1681,34902,41414,158928,179165,199485,234732
1343,1738,34845,41424,158932,179187,200984,236519
1341,1667,34845,41424,159440,179681,200984,236519
1341,1667,34839,41428,159440,179681,201088,236613
1344,1677,34838,41415,159435,179624,201368,236770
1346,1662,34838,41415,159182,179379,201368,236770
1346,1662,34812,41418,159182,179379,201323,236747
1295,1677,34796,41376,159182,179412,201471,236884
1340,1680,34796,41376,159483,179687,201471,236884
1340,1680,34755,41375,159483,179687,201518,236990
1350,1749,34777,41340,159511,179663,201988,237584
1343,1671,34777,41340,159395,179658,201988,237584
1343,1671,34773,41372,159395,179658,202100,237625
1346,1641,34825,41364,159402,179666,202402,238075
1342,1663,34825,41364,159310,179563,202402,238075
1342,1663,34783,41388,159310,179563,202430,238047
1389,1639,34844,41419,159271,179497,202245,237841
1339,1671,34844,41419,159143,179372,202245,237841
1339,1671,34865,41401,159143,179372,202316,237889
1341,1674,34841,41425,159167,179373,202313,237869
1346,1675,34841,41425,158935,179226,202313,237869
1346,1675,34786,41403,158935,179226,202297,237906
1311,1683,34816,41375,158888,179173,202440,238048
1345,1665,34816,41375,158622,178903,202440,238048
1343,1682,34810,41369,158622,178903,202373,237949
1339,1733,34824,41379,158642,178933,202132,237736
1340,1660,34824,41379,158831,179105,202132,237736
1340,1660,34843,41379,158831,179105,202158,237706
1330,1725,34825,41396,158879,179203,202264,237799
1348,1667,34825,41396,158929,179181,202264,237799
1352,1730,34866,41335,158929,179181,202295,237833
1346,1669,34804,41351,158895,179123,202246,237808
1334,1680,34804,41351,158565,178753,202244,237772
1343,1657,34798,41372,158565,178753,202192,237702
1340,1668,34819,41369,158500,178636,202186,237677
1340,1660,34819,41369,158582,178690,202157,237661
1348,1679,34868,41323,158582,178690,202228,237712
1341,1668,34847,41393,158678,178789,202289,237781
1341,1668,34847,41393,158802,178868,202406,237933
1419,1645,34928,41368,158802,178868,202379,237924
1346,1676,34932,41451,158786,178849,202597,238200
1346,1676,34932,41451,158493,178544,202610,238196
1343,1660,34913,41470,158493,178544,202649,238245
1337,1682,34924,41457,158322,178421,202722,238289
1347,1674,34924,41457,158264,178352,202783,238390
1348,1665,34934,41526,158264,178352,202810,238428
1347,1675,34963,41486,158310,178417,202665,238320
1340,1671,34963,41486,158481,178614,202642,238315
1340,1671,34974,41540,158481,178614,202732,238403
1408,1649,34981,41509,158559,178712,202783,238486
1343,1679,34981,41509,158853,178972,202737,238460
1364,1670,34946,41507,158947,179088,202624,238380
1346,1665,34987,41516,158945,179094,202755,238507
1351,1671,34988,41519,158965,179111,202783,238548
1351,1671,34997,41527,159245,179380,202719,238542
1353,1649,35016,41552,159201,179332,202701,238492
1334,1672,35016,41552,159126,179260,202701,238492
1334,1672,34985,41560,159068,179158,202725,238523
1400,1609,35004,41520,158960,179073,202856,238679
1335,1666,35004,41520,159126,179187,202856,238679
1335,1666,35060,41505,159206,179233,202887,238659
1355,1671,35012,41531,159273,179285,202748,238551
1334,1673,35012,41531,159572,179545,202748,238551
1334,1673,34986,41531,159582,179546,202682,238528
1402,1627,34978,41487,159552,179504,202216,237979
1351,1677,34978,41487,159515,179449,202216,237979
1351,1677,35040,41437,159430,179304,202158,237929
1350,1705,34992,41528,159416,179307,202238,237860
1360,1671,34992,41528,159445,179322,202238,237860
1360,1671,34997,41525,159598,179491,202296,237866
1341,1697,35015,41542,159561,179456,202416,238070
1340,1673,35015,41542,159487,179438,202416,238070
1340,1673,35061,41494,159420,179344,202395,238084
1344,1693,34998,41534,159044,178992,202345,238076
1343,1670,34998,41534,159044,178992,202345,238076
1343,1670,34970,41527,158907,178897,202348,237999
1332,1669,35000,41520,158952,178963,202391,238134
1357,1675,35000,41520,158952,178963,202391,238134
1357,1675,34981,41521,158982,178985,202333,238114
1339,1714,34967,41487,159119,179072,202097,237979
1339,1663,34967,41487,159119,179072,202097,237979
1339,1663,35022,41438,159060,179002,201998,237915
1352,1630,34976,41490,158886,178750,201871,237694
1336,1668,34976,41490,158886,178750,201871,237694
1336,1668,34963,41517,158939,178742,201925,237735
1372,1655,34962,41465,158729,178631,202105,237784
1341,1665,34962,41465,158729,178631,202105,237784
1341,1665,34931,41471,158691,178574,202034,237721
1358,1621,34956,41483,158861,178791,202062,237681
1344,1659,34956,41483,158861,178791,202062,237681
1344,1659,35000,41457,158925,178835,202157,237757
1347,1704,34911,41459,158768,178729,202200,237871
1337,1660,34911,41459,158768,178729,202200,237871
1337,1660,34927,41440,158837,178696,202196,237804
1337,1675,34915,41451,158991,178978,202122,237713
1337,1665,34915,41451,158991,178978,202122,237713
1337,1665,34905,41412,159035,179013,202145,237685
1348,1704,34909,41463,158950,178960,202263,237806
1344,1662,34909,41463,158950,178960,202263,237806
1344,1662,34890,41498,158939,178978,202318,237924
1326,1659,34865,41412,159003,179009,202508,237950
1344,1672,34857,41417,158717,178788,202721,238087
1344,1672,34869,41426,158717,178788,202713,238056
1323,1651,34876,41415,158723,178795,202694,238032
1342,1674,34876,41415,158733,178895,202548,237858
1342,1674,34872,41382,158733,178895,202597,237887
1360,1652,34877,41418,158656,178846,202612,237900
1345,1660,34877,41418,158163,178307,202776,238034
1345,1660,34831,41420,158163,178307,202776,238034
1386,1641,34876,41391,158084,178244,202709,238026
1343,1669,34876,41391,158513,178636,202885,238218
1343,1669,34873,41461,158513,178636,202885,238218
1412,1639,34870,41407,158490,178620,202913,238260
1352,1680,34870,41407,158023,178170,202939,238123
1352,1680,34855,41414,158023,178170,202939,238123
1336,1670,34865,41391,157862,178036,202967,238082
1344,1671,34865,41391,157728,177895,203088,238223
1344,1671,34832,41403,157728,177895,203088,238223
1388,1610,34842,41390,157674,177910,203278,238402
1331,1664,34842,41390,157646,177861,204001,239196
1331,1664,34847,41424,157646,177861,204001,239196
1341,1688,34857,41411,157660,177813,204120,239300
1343,1675,34857,41411,157988,178141,204670,239862
1343,1675,34867,41391,157988,178141,204670,239862
1334,1685,34817,41374,158032,178125,204776,239928
1341,1675,34817,41374,157856,177950,204579,239886
1341,1675,34790,41382,157856,177950,204579,239886
1339,1697,34847,41395,157859,178013,204516,239810
1340,1673,34847,41395,157960,178116,204276,239554
1340,1673,34833,41385,157960,178116,204294,239573
1343,1682,34843,41379,157920,178049,204264,239567
1359,1669,34843,41379,157713,177835,204196,239469
1359,1669,34782,41385,157713,177835,204248,239522
1327,1670,34816,41363,157787,177817,204248,239522
1332,1670,34816,41363,158070,178101,204204,239504
1332,1670,34866,41334,158070,178101,204224,239478
1347,1728,34810,41362,158056,178084,204345,239535
1355,1669,34810,41362,157864,178084,204508,239702
1355,1669,34819,41348,157864,178084,204707,239859
1406,1618,34812,41378,157916,178102,205369,240637
1348,1675,34812,41378,158272,178525,205358,240673
1348,1675,34798,41385,158272,178525,205318,240654
1408,1634,34839,41379,158313,178576,205219,240588
1334,1662,34839,41379,158384,178548,204744,240271
1334,1662,34894,41347,158384,178548,204744,240271
1342,1625,34819,41381,158343,178543,204631,240198
1331,1659,34819,41381,158081,178143,204607,240148
1331,1659,34829,41330,158081,178143,204437,239929
1397,1626,34823,41375,158112,178173,204405,239873
1338,1654,34823,41375,158233,178326,204340,239819
1338,1654,34823,41436,158233,178326,204307,239765
1296,1672,34822,41392,158236,178388,204014,239608
1338,1655,34822,41408,158461,178597,204004,239610
1346,1667,34797,41414,158496,178632,204014,239619
1342,1677,34812,41381,158541,178635,203680,239336
1342,1677,34812,41381,158479,178570,203608,239276
1341,1737,34824,41425,158479,178570,203524,239220
1349,1668,34830,41383,158389,178504,203524,239220
1349,1668,34830,41383,158417,178482,203495,239225
1334,1663,34832,41428,158417,178482,203225,238825
1324,1663,34845,41404,158417,178528,203225,238825
1324,1663,34845,41404,158324,178389,203188,238799
1329,1723,34839,41445,158324,178389,203340,238931
1339,1657,34842,41399,158217,178265,203340,238931
1339,1657,34842,41399,158290,178249,203385,238985
1342,1619,34813,41401,158290,178249,203307,238842
1336,1670,34834,41403,158343,178271,203307,238842
1336,1670,34834,41403,158317,178373,203276,238852
1343,1626,34887,41347,158317,178373,203505,239135
1340,1668,34867,41427,158318,178349,203505,239135
1340,1668,34867,41427,158444,178493,203501,239187
1353,1732,34885,41428,158444,178493,203271,239021
1345,1669,34897,41432,158496,178505,203271,239021
1345,1669,34897,41432,158565,178606,203234,239022
1314,1675,34895,41439,158565,178606,202979,238731
1341,1669,34898,41439,158525,178618,202979,238731
1341,1669,34898,41439,158448,178508,202959,238732
1335,1707,34885,41462,158448,178508,202608,238371
1330,1647,34886,41423,158451,178480,202608,238371
1330,1647,34886,41423,158367,178377,202578,238332
1341,1692,34887,41490,158367,178377,202274,238075
1354,1668,34906,41437,158361,178421,202274,238075
1354,1668,34906,41437,158614,178602,202253,238069
1280,1672,34893,41439,158614,178602,202266,238037
1330,1675,34926,41466,158699,178708,202266,238037
1330,1675,34926,41466,158840,178792,202192,237996
1302,1662,34891,41480,158840,178792,202104,237873
1342,1663,34933,41481,158817,178756,202104,237873
1342,1663,34933,41481,158637,178576,202103,237780
1278,1656,34999,41454,158637,178576,201788,237521
1332,1650,34964,41517,158645,178613,201788,237521
1332,1650,34964,41517,158794,178653,201766,237512
1376,1646,34894,41517,158794,178653,201584,237322
1337,1661,34956,41504,158722,178542,201584,237322
1337,1661,34956,41504,158566,178385,201590,237247
1303,1656,34968,41495,158566,178385,201453,237183
1340,1670,34943,41480,158643,178407,201453,237183
1340,1670,34943,41480,158928,178676,201442,237187
1396,1643,34994,41440,158928,178676,201336,237052
1336,1660,34940,41493,158960,178730,201336,237052
1336,1660,34940,41493,159072,178823,201306,237012
1400,1633,34940,41514,158959,178758,201458,237327
1345,1660,34910,41451,158907,178716,201388,237265
1333,1665,34917,41455,158434,178283,201363,237231
1338,1663,34903,41471,158434,178283,201396,237231
1338,1663,34908,41456,158309,178197,201414,237248
1318,1660,34908,41456,158413,178287,201455,237216
1340,1669,34981,41417,158413,178287,201493,237259
1340,1669,34899,41439,158439,178349,201519,237348
1322,1732,34899,41439,158247,178135,201519,237348
1332,1649,34939,41410,158247,178135,201507,237330
1332,1649,34895,41452,158085,177943,201535,237353
1336,1670,34895,41452,158168,178016,201535,237353
1342,1662,34898,41440,158168,178016,201565,237353
1342,1662,34890,41450,158183,177992,201708,237471
1320,1668,34890,41450,158188,177989,201708,237471
1338,1670,34839,41453,158188,177989,201712,237423
1338,1670,34900,41445,158191,177959,201716,237459
1293,1666,34900,41445,158300,178105,201716,237459
1329,1661,34888,41482,158300,178105,201692,237445
1329,1661,34868,41427,158251,178047,201709,237419
1346,1642,34868,41427,157954,177748,201709,237419
1340,1654,34862,41434,157954,177748,201715,237374
1340,1654,34839,41403,158001,177837,201782,237430
1274,1667,34839,41403,158196,178029,201782,237430
1333,1661,34839,41378,158196,178029,201822,237493
1333,1661,34826,41385,158108,177987,201752,237451
1367,1644,34826,41385,157794,177720,201752,237451
1347,1677,34834,41453,157794,177720,201761,237459
1347,1677,34846,41411,157756,177756,201500,237218
1359,1625,34846,41411,157785,177709,201500,237218
1347,1672,34842,41387,157785,177709,201523,237272
1347,1672,34849,41429,157777,177692,201193,237044
1365,1640,34849,41429,157503,177440,201193,237044
1331,1675,34858,41410,157503,177440,201111,236987
1331,1675,34838,41417,157484,177437,201025,237009
1345,1693,34838,41417,157501,177440,201025,237009
1333,1665,34838,41478,157501,177440,200960,236985
1333,1665,34838,41407,157503,177466,200758,236662
1382,1614,34838,41407,157315,177297,200758,236662
1335,1661,34817,41417,157315,177297,200705,236585
1335,1661,34832,41413,157208,177228,200815,236687
1342,1718,34832,41413,157305,177291,200815,236687
1351,1671,34849,41490,157305,177291,200900,236743
1351,1671,34832,41430,157330,177332,200951,236879
1331,1715,34832,41430,157260,177241,200951,236879
1336,1668,34764,41422,157260,177241,200897,236884
1336,1668,34816,41398,157176,177176,200935,236860
1371,1623,34816,41398,156881,176851,200935,236860
1351,1662,34797,41412,156881,176851,200893,236834
1351,1662,34770,41366,156882,176809,201143,237084
1372,1644,34757,41381,156565,176575,201268,237149
1343,1672,34757,41362,156565,176575,201323,237195
1337,1659,34744,41345,156573,176554,201419,237283
1391,1662,34744,41345,156577,176653,201814,237617
1336,1671,34713,41352,156577,176653,201837,237658
1336,1671,34759,41367,156515,176675,201648,237412
1329,1689,34759,41367,156233,176342,201648,237412
1347,1670,34730,41356,156233,176342,201672,237429
1347,1670,34791,41394,156297,176434,201743,237528
1328,1663,34791,41394,156377,176463,201743,237528
1347,1665,34768,41402,156377,176463,201784,237601
1347,1665,34820,41423,156236,176365,201803,237680
1323,1654,34820,41423,155709,175840,201803,237680
1337,1659,34809,41430,155709,175840,201789,237610
1337,1659,34822,41409,155708,175865,201728,237700
1293,1665,34822,41409,155974,176119,201728,237700
1343,1665,34784,41407,155974,176119,201812,237746
1343,1665,34812,41409,155917,176100,201668,237567
1356,1665,34812,41409,155720,175886,201668,237567
1347,1670,34766,41415,155720,175886,201625,237489
1347,1670,34800,41385,155664,175777,201428,237219
1363,1656,34800,41385,155639,175801,201428,237219
1341,1673,34758,41387,155639,175801,201470,237291
1341,1673,34786,41399,155695,175890,201585,237422
1400,1608,34786,41399,155937,176076,201585,237422
1336,1677,34828,41381,155937,176076,201496,237392
1336,1677,34776,41399,155897,176058,200975,236843
1355,1656,34776,41399,155606,175743,200975,236843
1343,1660,34739,41390,155606,175743,200843,236652
1343,1660,34760,41371,155574,175671,200965,236804
1407,1627,34760,41371,155745,175888,200965,236804
1352,1668,34706,41370,155745,175888,201025,236893
1352,1668,34768,41364,155775,175866,201156,236984
1408,1622,34768,41364,155689,175838,201156,236984
1344,1665,34789,41350,155689,175838,201132,236969
1344,1665,34749,41376,155666,175836,201026,236792
1343,1672,34749,41376,155404,175671,201026,236792
1339,1669,34746,41346,155404,175671,201060,236823
1339,1669,34737,41375,155458,175716,201323,237030
1337,1691,34737,41375,155722,175948,201323,237030
1347,1663,34740,41367,155722,175948,201302,237032
1347,1663,34768,41397,155771,176019,201995,237692
1332,1709,34768,41397,155696,175914,201995,237692
1342,1661,34759,41405,155696,175914,202106,237756
1342,1661,34767,41394,155616,175843,202366,238052
1350,1653,34767,41394,155632,175845,202366,238052
1337,1659,34769,41437,155632,175845,202401,238065
1337,1659,34809,41433,155744,175952,202445,238251
1337,1732,34809,41433,156132,176351,202445,238251
1346,1673,34807,41441,156132,176351,202482,238347
1325,1657,34806,41411,156151,176402,202166,237985
1346,1665,34799,41412,155766,176045,202166,237985
1348,1665,34811,41407,155721,176001,202174,238000
1348,1665,34823,41446,155752,175999,202100,237960
1313,1672,34823,41446,155867,176088,202100,237960
1347,1677,34818,41461,155867,176088,202054,237890
1347,1677,34824,41444,155882,176059,201992,237855
1310,1672,34824,41444,155682,175915,201992,237855
1338,1668,34812,41438,155682,175915,202020,237884
1338,1668,34815,41442,155559,175842,202062,237920
1305,1653,34815,41442,155230,175408,202062,237920
1347,1664,34781,41427,155230,175408,202140,237894
1347,1664,34829,41460,155171,175402,202168,238003
1407,1629,34829,41460,155120,175288,202168,238003
1351,1666,34833,41436,155120,175288,202211,238019
1351,1666,34845,41434,155118,175296,202242,237971
1308,1669,34845,41434,155186,175427,202242,237971
1353,1676,34778,41443,155186,175427,202241,237943
1353,1676,34826,41453,155144,175450,202373,238084
1299,1668,34826,41453,155058,175343,202373,238084
1355,1664,34847,41425,155058,175343,202396,238176
1355,1664,34848,41449,154978,175284,202450,238245
1316,1658,34848,41449,154974,175273,202450,238245
1338,1665,34780,41452,154974,175273,202425,238218
1338,1665,34883,41484,154933,175261,202476,238229
1289,1667,34883,41484,154744,175078,202476,238229
1344,1661,34891,41482,154744,175078,202475,238268
1344,1661,34877,41487,154678,175044,202512,238331
1349,1616,34877,41487,154746,175039,202512,238331
1336,1660,34883,41472,154746,175039,202526,238398
1336,1660,34892,41485,154799,175088,202555,238394
1334,1738,34892,41485,155038,175319,202555,238394
1360,1677,34955,41423,155038,175319,202526,238403
1360,1677,34879,41475,155129,175415,202471,238241
1326,1665,34879,41475,155348,175650,202471,238241
1349,1673,34883,41502,155348,175650,202385,238210
1349,1673,34887,41495,155427,175660,202345,238178
1329,1649,34887,41495,155492,175745,202345,238178
1345,1661,34893,41502,155492,175745,202311,238117
1345,1661,34890,41479,155499,175729,202183,238026
1297,1673,34890,41479,155633,175859,202183,238026
1329,1650,34970,41432,155633,175859,202177,238046
1329,1650,34913,41494,155656,175841,202366,238169
1340,1703,34913,41494,155531,175745,202366,238169
1345,1673,34914,41515,155531,175745,202383,238166
1345,1673,34898,41499,155508,175649,202397,238233
1302,1674,34898,41499,155370,175589,202397,238233
1350,1659,34895,41463,155370,175589,202413,238183
1350,1659,34885,41477,155432,175611,202431,238225
1317,1659,34885,41477,155601,175786,202431,238225
1347,1667,34886,41541,155514,175800,202419,238234
1342,1676,34901,41513,155485,175801,202683,238387
1335,1674,34910,41513,155147,175460,202643,238376
1346,1655,34887,41490,155147,175460,202606,238345
1332,1664,34901,41513,155026,175367,202573,238285
1341,1666,34913,41570,155348,175620,202586,238338
1341,1666,34914,41516,155348,175620,202624,238371
1342,1678,34922,41522,155296,175588,202663,238463
1347,1662,34910,41508,154997,175328,202712,238509
1347,1662,34902,41495,154997,175328,202782,238664
1322,1730,34910,41512,154941,175287,202782,238664
1352,1681,34910,41507,154904,175226,202673,238567
1352,1681,34900,41517,155034,175377,202625,238454
1346,1671,34900,41517,155049,175406,202206,237987
1328,1676,34865,41505,155053,175418,202221,238000
1328,1676,34885,41502,155025,175426,202220,238022
1409,1616,34885,41502,155004,175338,202453,238259
1335,1668,34890,41555,154637,174982,202453,238259
1335,1668,34902,41500,154539,174873,202485,238223
1342,1681,34902,41500,154548,174817,202436,238237
1345,1663,34878,41503,154575,174855,202436,238237
1345,1663,34864,41473,154632,174902,202418,238212
1354,1678,34864,41473,154607,174838,202595,238350
1352,1684,34852,41521,154545,174696,202595,238350
1352,1684,34857,41472,154545,174696,202655,238419
1350,1727,34857,41472,154526,174719,203078,238810
1353,1664,34855,41528,154945,175075,203078,238810
1353,1664,34859,41475,154945,175075,203145,238786
1345,1665,34859,41475,154951,175086,203723,239428
1330,1673,34815,41477,154890,175001,203723,239428
1330,1673,34870,41475,154890,175001,203792,239468
1336,1694,34870,41475,154839,174925,203515,239172
1338,1662,34860,41491,155163,175311,203515,239172
1338,1662,34844,41468,155163,175311,203486,239125
1347,1671,34844,41468,155197,175340,204374,239939
1351,1666,34859,41490,154948,175171,204374,239939
1351,1666,34850,41465,154948,175171,204510,240137
1320,1665,34850,41465,155000,175202,204560,240136
1351,1668,34813,41463,155160,175342,204560,240136
1351,1668,34854,41458,155160,175342,204612,240196
1307,1660,34854,41458,155154,175350,204640,240300
1335,1664,34836,41469,155096,175302,204640,240300
1335,1664,34836,41476,155096,175302,204657,240289
1304,1656,34836,41476,155240,175374,204864,240573
1337,1653,34820,41464,155289,175505,204864,240573
1337,1653,34841,41472,155289,175505,204907,240520
1341,1670,34841,41472,155229,175434,205048,240613
1344,1660,34907,41440,154949,175153,205048,240613
1344,1660,34823,41449,154949,175153,205028,240583
1343,1740,34823,41449,154951,175194,205302,240745
1339,1664,34802,41451,154074,174228,205124,240691
1357,1653,34837,41454,153770,173928,205175,240721
1379,1667,34812,41448,153536,173684,205365,240865
1361,1676,34789,41419,153734,173845,205876,241328
1361,1676,34803,41424,153734,173845,205904,241358
1358,1657,34803,41424,153702,173808,206015,241475
1346,1673,34846,41397,153675,173765,206015,241475
1346,1673,34800,41430,153632,173769,206035,241498
1300,1665,34800,41430,153564,173668,206200,241537
1342,1679,34815,41398,153474,173556,206200,241537
1342,1679,34803,41417,153539,173610,206343,241694
1415,1641,34803,41417,153831,173993,206506,241751
1347,1657,34818,41396,153831,173993,206506,241751
1347,1657,34803,41425,153743,173970,206554,241732
1390,1617,34803,41425,153316,173461,206557,241674
1350,1666,34823,41387,153278,173427,206557,241674
1350,1666,34788,41404,153219,173441,206452,241591
1349,1697,34788,41404,153235,173364,206860,241969
1342,1680,34815,41390,153209,173358,206860,241969
1342,1680,34783,41406,153222,173392,207044,242129
1350,1689,34783,41406,153147,173324,207288,242537
1333,1663,34791,41394,153070,173287,207288,242537
1333,1663,34787,41418,152508,172721,207347,242580
1351,1677,34787,41418,152508,172721,207329,242416
1342,1666,34829,41359,152387,172596,207329,242416
1342,1666,34800,41408,151910,172176,207271,242380
1339,1693,34800,41408,151910,172176,207089,242134
1349,1669,34781,41437,151809,172096,207089,242134
1349,1669,34779,41409,151845,172127,207164,242170
1349,1691,34779,41409,151845,172127,207459,242554
1348,1670,34755,41416,151797,172110,207459,242554
1348,1670,34781,41416,152044,172289,207442,242577
1356,1697,34781,41416,152044,172289,207187,242399
1353,1682,34843,41396,152041,172242,207187,242399
1353,1682,34803,41422,151835,172074,207158,242369
1304,1676,34803,41422,151835,172074,207211,242360
1343,1667,34755,41425,151764,171960,207211,242360
1343,1667,34791,41412,151528,171795,207301,242407
1345,1669,34791,41412,151528,171795,207308,242551
1338,1674,34828,41396,151680,171897,207308,242551
1338,1674,34789,41417,151992,172274,207367,242515
1342,1676,34789,41417,151992,172274,207822,242953
1357,1671,34797,41383,151964,172247,207822,242953
1357,1671,34803,41400,151573,171938,207876,242997
1298,1664,34803,41400,151573,171938,207868,243005
1357,1667,34830,41376,151531,171959,207868,243005
1357,1667,34811,41409,151777,172157,207836,243028
1363,1663,34811,41409,151777,172157,208481,243547
1336,1666,34805,41426,151876,172321,208481,243547
1336,1666,34768,41410,151863,172243,208969,243997
1353,1647,34798,41412,151367,171752,210269,245602
1347,1678,34815,41415,151329,171723,210184,245571
1347,1678,34809,41426,151250,171675,210050,245461
1353,1673,34839,41460,151126,171555,209542,244930
1348,1672,34857,41476,151224,171619,209542,244930
1348,1672,34863,41465,151433,171848,209556,244894
1335,1637,34863,41465,151657,172081,209526,244918
1345,1657,34859,41442,151988,172408,209526,244918
1345,1657,34843,41463,151988,172408,209643,245007
1377,1641,34843,41463,152001,172438,209678,245079
1351,1669,34852,41429,152014,172391,209678,245079
1351,1669,34839,41438,152037,172453,209595,245059
1341,1635,34839,41438,152030,172389,208983,244493
1344,1674,34894,41425,152110,172437,208983,244493
1344,1674,34842,41442,152164,172477,208862,244340
1357,1663,34842,41442,152210,172535,208781,244213
1353,1665,34845,41474,152281,172622,208781,244213
1353,1665,34863,41450,152254,172582,208885,244298
1349,1686,34863,41450,152162,172534,208851,244270
1339,1671,34904,41410,152273,172570,208851,244270
1339,1671,34878,41468,152273,172570,208798,244218
1352,1687,34878,41468,152319,172598,208332,243711
1349,1671,34863,41480,152242,172619,208332,243711
1349,1671,34865,41462,152298,172680,208364,243795
1351,1708,34865,41462,152328,172742,208743,244208
1343,1669,34860,41441,152353,172763,208743,244208
1346,1670,34851,41432,152353,172763,208746,244256
1346,1669,34851,41432,152307,172759,208810,244413
1346,1667,34849,41479,152199,172605,208810,244413
1310,1661,34883,41442,152103,172469,208854,244416
1362,1669,34883,41442,150998,171372,208801,244366
1352,1670,34856,41463,150847,171187,208801,244366
1337,1670,34902,41459,150727,171086,208796,244381
1327,1666,34902,41459,150683,171065,209077,244558
1338,1672,34882,41515,150614,170982,209077,244558
1337,1667,34883,41469,149890,170290,209068,244571
1339,1660,34883,41469,149829,170213,208897,244418
1314,1670,34880,41484,150341,170685,208897,244418
1348,1680,34880,41435,150341,170685,208896,244422
1348,1680,34880,41435,150388,170771,209012,244528
1365,1659,34853,41449,150390,170730,209012,244528
1353,1669,34894,41446,150390,170730,209121,244624
1353,1669,34894,41446,150374,170686,209387,244778
1307,1670,34876,41467,150567,170861,209387,244778
1336,1664,34894,41446,150567,170861,209295,244639
1351,1665,34894,41446,150554,170871,208531,243913
1344,1667,34855,41449,151047,171279,208531,243913
1355,1670,34878,41436,151047,171279,208372,243741
1355,1670,34878,41436,151061,171304,207817,242811
1362,1741,34912,41422,151291,171481,207817,242811
1346,1657,34841,41401,151118,171289,207609,242535
1346,1657,34841,41401,151118,171289,205680,239116
1346,1673,34849,41460,151138,171348,205680,239116
1349,1673,34845,41418,151445,171670,205772,239217
1349,1673,34845,41418,151445,171670,206360,240238
1420,1636,34809,41421,151451,171668,206360,240238
1343,1676,34843,41403,151438,171600,206313,240300
1343,1676,34843,41403,151438,171600,206214,240234
1411,1641,34786,41384,151481,171659,206214,240234
1344,1675,34800,41365,151601,171748,206356,240306
1344,1675,34800,41365,151601,171748,207378,241490
1354,1631,34770,41369,151704,171862,207378,241490
1345,1674,34806,41374,151754,171900,207474,241564
1345,1674,34806,41374,151821,171963,207948,242327
1346,1637,34768,41364,151424,171524,207948,242327
1347,1669,34775,41342,151378,171477,208137,242502
1347,1669,34775,41342,152516,172478,209059,243310
1354,1744,34846,41310,152516,172478,209059,243310
1356,1665,34763,41342,152769,172751,209073,243212
1356,1665,34763,41342,153031,172999,209373,243032
1358,1678,34765,41352,153031,172999,209373,243032
1351,1665,34759,41354,152923,172925,209369,243037
1351,1665,34759,41354,152761,172774,209003,242603
1350,1641,34772,41315,152761,172774,209003,242603
1346,1663,34730,41313,152812,172722,209405,242916
1346,1663,34730,41313,152553,172525,210745,244646
1354,1733,34756,41287,152553,172525,210745,244646
1346,1664,34753,41335,152440,172413,210821,244852
1346,1664,34753,41335,151660,171699,211143,245646
1323,1670,34772,41293,151660,171699,211143,245646
1364,1675,34737,41318,151626,171695,211254,245790
1364,1675,34737,41318,151839,171858,210716,245597
1417,1628,34771,41259,151839,171858,210716,245597
1351,1677,34727,41320,151816,171783,210507,245434
1351,1677,34727,41320,151259,171283,210062,244967
1360,1674,34735,41332,151259,171283,210062,244967
1354,1670,34741,41316,151129,171188,210017,244937
1354,1670,34741,41316,150971,170981,210059,245136
1402,1609,34792,41274,150971,170981,210059,245136
1345,1669,34765,41332,151043,170991,210088,245100
1345,1669,34765,41332,151173,171272,209748,244777
1356,1654,34779,41383,151173,171272,209748,244777
1346,1657,34794,41355,151140,171203,209617,244579
1346,1657,34794,41355,150774,170836,209346,244266
1359,1661,34778,41363,150774,170836,209346,244266
1356,1682,34787,41341,150674,170666,209309,244212
1356,1682,34787,41341,150442,170487,208631,243458
1389,1610,34772,41355,150442,170487,208631,243458
1345,1678,34778,41359,150528,170551,208620,243383
1345,1678,34778,41359,150646,170733,208568,243418
1373,1631,34783,41424,150078,170197,208538,243470
