IR,RED,X,Y,Z,Heart Rate,Respiration Rate,SPO2,Classifier Error Rate
243625.0,236280.0,-0.0761,-0.9808,-0.02,72.51187550898882,13.537945792973465,99.55677946229653,0.0
243807.0,236315.0,-0.0771,-0.9798,-0.019,74.56718672949856,10.93862673482245,99.62704884795865,
243976.0,236367.0,-0.0751,-0.9818,-0.018,80.65455962192542,9.601994932748857,99.26804746337281,
244102.0,236450.0,-0.0731,-0.9798,-0.013,84.47628833891056,13.755875904943276,99.40881658212382,
244347.0,236538.0,-0.0711,-0.9838,-0.019,80.30442344547092,12.004515501639927,99.48705123521158,
244567.0,236564.0,-0.0751,-0.9888,-0.012,80.83005597493877,14.565590908218462,99.62650093525826,
244710.0,236603.0,-0.0751,-0.9868,-0.015,79.36195041786324,11.14501404234731,99.6070551930192,
244849.0,236724.0,-0.0771,-0.9818,-0.017,71.75612779001855,15.638252139220555,99.61771659423357,
245050.0,236831.0,-0.0781,-0.9828,-0.019,69.79746081029396,11.050985627159822,99.55979962571232,
245207.0,236858.0,-0.0771,-0.9838,-0.018,77.19440012226433,14.626933288217348,99.51077204971173,
245455.0,236941.0,-0.0771,-0.9838,-0.018,80.89498622953946,15.424776223109784,99.68658400379742,
245580.0,237052.0,-0.0791,-0.9838,-0.022,82.72606943875238,14.25468256565716,99.59361332685026,
245725.0,237143.0,-0.0731,-0.9838,-0.02,79.83733172213243,,99.6180439982146,
245869.0,237103.0,-0.0691,-0.9838,-0.02,80.99606024484157,,99.5952238168971,
246004.0,237225.0,-0.0701,-0.9838,-0.014,76.59236409708446,,99.44191819327612,
246131.0,237291.0,-0.0791,-0.9828,-0.013,83.41095744283697,,99.61018048586897,
246233.0,237262.0,-0.0841,-0.9858,-0.024,68.89866081513495,,99.45726592851739,
246320.0,237302.0,-0.0811,-0.9838,-0.027,75.75682838044713,,99.5917275986607,
246438.0,237362.0,-0.0821,-0.9858,-0.018,82.21127450183685,,99.72977939261428,
246539.0,237412.0,-0.0731,-0.9808,-0.018,79.6131680165639,,99.64598797808418,
246639.0,237414.0,-0.0701,-0.9808,-0.021,83.52667277347783,,99.57291156596995,
