IR,RED,X,Y,Z,Heart Rate,Respiration Rate,SPO2,Classifier Error Rate
228206.0,208772.0,0.8577,-0.3032,0.053,,,97.576629783725,
227909.0,208685.0,0.8387,-0.2882,0.0721,,,97.51621968510067,
227692.0,208597.0,0.8437,-0.3243,0.051,,,99.49766753195884,
227574.0,208580.0,0.8587,-0.3613,0.014,,,99.1808360515504,
227591.0,208671.0,0.8687,-0.4033,-0.023,,,98.36440352403955,
227654.0,208742.0,0.8967,-0.4143,-0.038,,,98.54665578231167,
227771.0,208741.0,0.9398,-0.3853,-0.031,,,99.70494547562082,
227846.0,208670.0,0.9888,-0.3533,-0.02,,,98.33863119906694,
227924.0,208703.0,1.0268,-0.3343,-0.038,,,97.61596232665624,
228026.0,208837.0,1.0348,-0.3383,-0.031,,,98.62680790156865,
228019.0,208785.0,1.0348,-0.3383,-0.031,,,98.41530887116762,
228086.0,208857.0,1.0398,-0.3863,-0.038,,,98.49259702940591,
228067.0,208863.0,1.0138,-0.4263,-0.039,,,98.86738922049135,
228080.0,208694.0,1.0118,-0.4644,-0.0711,,,95.70453392307552,
228049.0,208796.0,1.0138,-0.4674,-0.0711,,,96.37855572967985,
228032.0,208769.0,1.0148,-0.4484,-0.053,,,97.41815814042806,
228052.0,208809.0,0.9988,-0.4233,-0.009,,,98.88231855666245,
228084.0,208877.0,0.9828,-0.3963,0.018,,,98.07287749268502,
228151.0,208872.0,0.9618,-0.3793,0.04,,,95.87480648983644,
228172.0,208808.0,0.9338,-0.3593,0.061,,,97.4018742345166,
228213.0,208837.0,0.9157,-0.3383,0.0931,,,96.31100187738137,
228337.0,208911.0,0.9097,-0.3193,0.1131,,,98.70123247342066,
228441.0,208851.0,0.9107,-0.3143,0.1251,,,98.09392391709807,
228462.0,208934.0,0.9318,-0.3203,0.1281,,,97.36478778026743,
228524.0,208932.0,0.9308,-0.3283,0.1241,,,97.51148926891676,
228411.0,208793.0,1.0228,-0.3373,0.018,,,98.93242745414854,
227971.0,208664.0,0.9628,-0.3273,0.017,,,99.45661958460705,
227732.0,208535.0,0.8997,-0.3093,0.035,,,96.68400662079557,
227607.0,208535.0,0.8857,-0.2892,0.028,,,98.42621615349464,
227566.0,208544.0,0.8927,-0.2742,0.026,,,98.27207958397106,
227748.0,208652.0,0.8767,-0.2602,0.038,,,97.37962773847435,
227864.0,208756.0,0.8447,-0.2602,0.046,,,97.77446454130276,
227968.0,208797.0,0.8397,-0.2702,0.039,,,98.41166480724823,
228013.0,208709.0,0.9047,-0.3072,-0.018,,,98.468027316358,
